HEADER_TIME_STAMP,START_TIME,STOP_TIME,BATTERY_LEVEL,BATTERY_CHARGING
2015-11-19 17:01:06.471,2015-11-19 17:01:06.464,,25,NO
2015-11-19 17:02:09.722,2015-11-19 17:02:09.717,,24,NO
2015-11-19 17:02:42.259,2015-11-19 17:02:42.252,,24,NO
2015-11-19 17:04:22.353,2015-11-19 17:04:22.344,,24,NO
2015-11-19 17:04:51.199,2015-11-19 17:04:51.196,,24,NO
2015-11-19 17:06:25.255,2015-11-19 17:06:25.249,,24,NO
2015-11-19 17:06:52.174,2015-11-19 17:06:52.169,,24,NO
2015-11-19 17:07:46.579,2015-11-19 17:07:46.574,,24,NO
2015-11-19 17:08:53.221,2015-11-19 17:08:53.217,,24,NO
2015-11-19 17:09:42.212,2015-11-19 17:09:42.204,,24,NO
2015-11-19 17:10:52.288,2015-11-19 17:10:52.275,,23,NO
2015-11-19 17:11:42.237,2015-11-19 17:11:42.228,,23,NO
2015-11-19 17:12:50.139,2015-11-19 17:12:50.132,,22,NO
2015-11-19 17:13:42.053,2015-11-19 17:13:42.048,,22,NO
2015-11-19 17:14:42.176,2015-11-19 17:14:42.172,,22,NO
2015-11-19 17:15:47.855,2015-11-19 17:15:47.850,,21,NO
2015-11-19 17:16:45.001,2015-11-19 17:16:44.996,,21,NO
2015-11-19 17:18:08.478,2015-11-19 17:18:08.473,,21,NO
2015-11-19 17:19:22.276,2015-11-19 17:19:22.259,,21,NO
2015-11-19 17:21:17.643,2015-11-19 17:21:17.618,,21,NO
2015-11-19 17:21:43.920,2015-11-19 17:21:43.907,,21,NO
2015-11-19 17:22:44.285,2015-11-19 17:22:44.274,,21,NO
2015-11-19 17:24:25.271,2015-11-19 17:24:25.265,,21,NO
2015-11-19 17:25:29.230,2015-11-19 17:25:29.225,,20,NO
2015-11-19 17:25:52.372,2015-11-19 17:25:52.369,,20,NO
2015-11-19 17:26:47.301,2015-11-19 17:26:47.294,,20,NO
2015-11-19 17:28:27.502,2015-11-19 17:28:27.499,,20,NO
2015-11-19 17:28:55.170,2015-11-19 17:28:55.166,,19,NO
2015-11-19 17:29:47.591,2015-11-19 17:29:47.585,,19,NO
2015-11-19 17:31:17.997,2015-11-19 17:31:17.993,,18,NO
2015-11-19 17:32:04.826,2015-11-19 17:32:04.822,,18,NO
2015-11-19 17:32:47.497,2015-11-19 17:32:47.494,,18,NO
2015-11-19 17:33:59.253,2015-11-19 17:33:59.250,,18,NO
2015-11-19 17:34:47.410,2015-11-19 17:34:47.395,,18,NO
2015-11-19 17:35:50.111,2015-11-19 17:35:50.103,,16,NO
2015-11-19 17:36:49.049,2015-11-19 17:36:49.042,,16,NO
2015-11-19 17:37:47.679,2015-11-19 17:37:47.676,,16,NO
2015-11-19 17:38:48.673,2015-11-19 17:38:48.670,,16,NO
2015-11-19 17:39:48.589,2015-11-19 17:39:48.584,,15,NO
2015-11-19 17:40:49.196,2015-11-19 17:40:49.195,,15,NO
2015-11-19 17:41:46.996,2015-11-19 17:41:46.990,,14,NO
2015-11-19 17:42:50.697,2015-11-19 17:42:50.685,,13,NO
2015-11-19 17:43:59.964,2015-11-19 17:43:59.958,,12,NO
2015-11-19 17:45:01.955,2015-11-19 17:45:01.945,,10,NO
2015-11-19 17:45:15.577,2015-11-19 17:45:15.570,,10,NO
2015-11-19 17:45:51.353,2015-11-19 17:45:51.324,,9,NO
2015-11-19 17:46:49.200,2015-11-19 17:46:49.198,,8,NO
2015-11-19 17:47:53.294,2015-11-19 17:47:53.288,,8,NO
2015-11-19 17:49:26.247,2015-11-19 17:49:26.243,,8,NO
2015-11-19 17:50:27.223,2015-11-19 17:50:27.217,,8,NO
2015-11-19 17:51:27.524,2015-11-19 17:51:27.518,,8,NO
2015-11-19 17:52:29.209,2015-11-19 17:52:29.201,,8,NO
2015-11-19 17:53:29.782,2015-11-19 17:53:29.774,,8,NO
2015-11-19 17:55:44.067,2015-11-19 17:55:44.050,,11,YES
2015-11-19 17:56:44.924,2015-11-19 17:56:44.914,,12,YES
2015-11-19 17:58:05.059,2015-11-19 17:58:05.055,,15,YES
2015-11-19 17:58:52.132,2015-11-19 17:58:52.126,,16,YES
2015-11-19 17:59:47.194,2015-11-19 17:59:47.191,,18,YES
