HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME,LABEL_ID,RATING_TIME_STAMP,RATING_INTENSITY,RATING_CONFIDENCE
2015-11-19 15:47:07.286,2015-11-19 17:00:00.000,2015-11-19 17:59:59.999,Unlabelled ,03F9A375-C162-4B24-AB74-BF23CD07B358,2015-11-19 15:47:07.277,,
