2015-11-19 17:00:00.014,0.91467,-0.18494,-0.33777
2015-11-19 17:00:00.056,1.02014,-0.22083,-0.28345
2015-11-19 17:00:00.077,0.91187,-0.22375,-0.23499
2015-11-19 17:00:00.101,0.87708,-0.26782,-0.27600
2015-11-19 17:00:00.141,0.94727,-0.35706,-0.29358
2015-11-19 17:00:00.185,0.92297,-0.24121,-0.27380
2015-11-19 17:00:00.206,0.94287,-0.28088,-0.28052
2015-11-19 17:00:00.228,0.96008,-0.24780,-0.34375
2015-11-19 17:00:00.272,0.96606,-0.17883,-0.31140
2015-11-19 17:00:00.314,0.92078,-0.22607,-0.35547
2015-11-19 17:00:00.357,1.07581,-0.20850,-0.30774
2015-11-19 17:00:00.401,1.07275,-0.14111,-0.37561
2015-11-19 17:00:00.423,1.05737,-0.18018,-0.33167
2015-11-19 17:00:00.464,1.01672,-0.14160,-0.26160
2015-11-19 17:00:00.506,0.92993,-0.13062,-0.26990
2015-11-19 17:00:00.527,0.93787,-0.17725,-0.26221
2015-11-19 17:00:00.549,0.94543,-0.16260,-0.26697
2015-11-19 17:00:00.570,0.94910,-0.09167,-0.24805
2015-11-19 17:00:00.591,0.92139,-0.07861,-0.20410
2015-11-19 17:00:00.612,0.88672,-0.04907,-0.21436
2015-11-19 17:00:00.633,0.82935,-0.02673,-0.20593
2015-11-19 17:00:00.654,0.77563,0.01941,-0.18933
2015-11-19 17:00:00.675,0.81177,0.04565,-0.22913
2015-11-19 17:00:00.697,0.86377,0.05164,-0.25574
2015-11-19 17:00:00.739,0.78906,0.04199,-0.25635
2015-11-19 17:00:00.781,0.81909,0.00049,-0.26660
2015-11-19 17:00:00.803,0.81824,-0.03137,-0.27332
2015-11-19 17:00:00.844,0.85120,-0.02441,-0.27356
2015-11-19 17:00:00.888,0.99658,-0.05518,-0.30322
2015-11-19 17:00:00.930,1.01025,-0.19287,-0.41772
2015-11-19 17:00:00.971,0.99902,-0.28186,-0.53528
2015-11-19 17:00:00.992,0.91357,-0.34265,-0.36938
2015-11-19 17:00:01.013,0.87939,-0.50598,-0.31897
2015-11-19 17:00:01.035,0.87781,-0.30310,-0.29565
2015-11-19 17:00:01.057,1.19849,-0.28210,-0.40381
2015-11-19 17:00:01.079,1.19348,-0.59863,-0.50830
2015-11-19 17:00:01.120,0.98621,-0.29993,-0.36548
2015-11-19 17:00:01.161,0.72424,-0.31116,-0.23779
2015-11-19 17:00:01.183,0.71167,-0.36145,-0.16846
2015-11-19 17:00:01.205,0.84619,-0.46814,-0.31018
2015-11-19 17:00:01.226,0.92981,-0.45544,-0.26001
2015-11-19 17:00:01.247,0.67944,-0.38062,-0.08496
2015-11-19 17:00:01.269,0.68213,-0.38660,-0.13770
2015-11-19 17:00:01.310,1.11121,-0.54199,-0.25134
2015-11-19 17:00:01.352,1.03223,-0.53333,-0.30737
2015-11-19 17:00:01.373,0.86804,-0.39880,-0.28491
2015-11-19 17:00:01.394,0.75708,-0.34741,-0.25537
2015-11-19 17:00:01.415,0.69641,-0.40588,-0.28406
2015-11-19 17:00:01.437,0.74036,-0.40137,-0.33936
2015-11-19 17:00:01.458,0.88928,-0.38477,-0.39404
2015-11-19 17:00:01.500,1.02844,-0.41431,-0.41565
2015-11-19 17:00:01.542,0.99573,-0.26929,-0.26917
2015-11-19 17:00:01.563,0.98096,-0.18213,-0.29138
2015-11-19 17:00:01.605,0.78857,-0.22302,-0.21912
2015-11-19 17:00:01.647,0.70874,-0.19177,-0.42566
2015-11-19 17:00:01.676,0.58167,-0.24524,-0.33081
2015-11-19 17:00:01.710,0.77515,-0.31641,-0.36987
2015-11-19 17:00:01.733,1.04663,-0.39087,-0.39941
2015-11-19 17:00:01.754,1.12256,-0.48413,-0.35718
2015-11-19 17:00:01.775,0.99634,-0.42187,-0.34045
2015-11-19 17:00:01.796,0.71399,-0.38879,-0.37891
2015-11-19 17:00:01.817,0.55762,-0.32520,-0.36389
2015-11-19 17:00:01.839,0.44067,-0.31128,-0.21667
2015-11-19 17:00:01.883,0.64587,-0.33240,-0.21289
2015-11-19 17:00:01.944,1.33118,-0.56360,-0.01392
2015-11-19 17:00:01.986,1.06140,-0.29578,0.09717
2015-11-19 17:00:02.007,0.84302,-0.52966,-0.16370
2015-11-19 17:00:02.029,0.92078,-0.45593,-0.30347
2015-11-19 17:00:02.071,0.79565,-0.28284,-0.11401
2015-11-19 17:00:02.114,0.96240,-0.36255,-0.22363
2015-11-19 17:00:02.135,0.98962,-0.40967,-0.19604
2015-11-19 17:00:02.156,0.96741,-0.42664,-0.19482
2015-11-19 17:00:02.177,0.95923,-0.48047,-0.25134
2015-11-19 17:00:02.198,0.93835,-0.50000,-0.29077
2015-11-19 17:00:02.221,0.84863,-0.48425,-0.28906
2015-11-19 17:00:02.263,0.79358,-0.42139,-0.26392
2015-11-19 17:00:02.304,0.89856,-0.43213,-0.24207
2015-11-19 17:00:02.325,0.91333,-0.41150,-0.24231
2015-11-19 17:00:02.346,0.94189,-0.41882,-0.26147
2015-11-19 17:00:02.367,0.91150,-0.42261,-0.29114
2015-11-19 17:00:02.410,0.89001,-0.38501,-0.26843
2015-11-19 17:00:02.451,0.80920,-0.43506,-0.30444
2015-11-19 17:00:02.472,0.81958,-0.40869,-0.28601
2015-11-19 17:00:02.493,0.82837,-0.43201,-0.23474
2015-11-19 17:00:02.514,0.87793,-0.45251,-0.27515
2015-11-19 17:00:02.535,0.86060,-0.44739,-0.24097
2015-11-19 17:00:02.556,0.85474,-0.40356,-0.26880
2015-11-19 17:00:02.577,0.80164,-0.49158,-0.27124
2015-11-19 17:00:02.602,0.81641,-0.53174,-0.25793
2015-11-19 17:00:02.639,0.86267,-0.45923,-0.24048
2015-11-19 17:00:02.660,0.86084,-0.43311,-0.24927
2015-11-19 17:00:02.681,0.84827,-0.41443,-0.25146
2015-11-19 17:00:02.703,0.81433,-0.41699,-0.22522
2015-11-19 17:00:02.724,0.81238,-0.41211,-0.20374
2015-11-19 17:00:02.746,0.82544,-0.41333,-0.23755
2015-11-19 17:01:06.436,0.00989,0.94702,0.26904
2015-11-19 17:01:06.458,0.03430,0.93604,0.37354
