HEADER_TIME_STAMP,START_TIME,STOP_TIME,BATTERY_LEVEL,BATTERY_CHARGING
2015-11-19 17:00:01.623,2015-11-19 17:00:01.616,,50,NO
2015-11-19 17:01:00.618,2015-11-19 17:01:00.616,,50,NO
2015-11-19 17:02:00.655,2015-11-19 17:02:00.653,,49,NO
2015-11-19 17:03:01.585,2015-11-19 17:03:01.584,,49,NO
2015-11-19 17:04:01.630,2015-11-19 17:04:01.622,,49,NO
2015-11-19 17:05:01.634,2015-11-19 17:05:01.632,,49,NO
2015-11-19 17:06:00.738,2015-11-19 17:06:00.737,,49,NO
2015-11-19 17:07:01.622,2015-11-19 17:07:01.613,,49,NO
2015-11-19 17:08:01.596,2015-11-19 17:08:01.586,,49,NO
2015-11-19 17:09:00.640,2015-11-19 17:09:00.595,,49,NO
2015-11-19 17:10:01.666,2015-11-19 17:10:01.664,,49,NO
2015-11-19 17:11:00.637,2015-11-19 17:11:00.629,,49,NO
2015-11-19 17:12:00.655,2015-11-19 17:12:00.646,,49,NO
2015-11-19 17:13:01.628,2015-11-19 17:13:01.621,,49,NO
2015-11-19 17:14:00.552,2015-11-19 17:14:00.550,,49,NO
2015-11-19 17:15:01.659,2015-11-19 17:15:01.657,,49,NO
2015-11-19 17:16:01.663,2015-11-19 17:16:01.648,,49,NO
2015-11-19 17:17:00.659,2015-11-19 17:17:00.639,,49,NO
2015-11-19 17:18:01.659,2015-11-19 17:18:01.658,,49,NO
2015-11-19 17:19:01.638,2015-11-19 17:19:01.631,,48,NO
2015-11-19 17:20:01.672,2015-11-19 17:20:01.670,,48,NO
2015-11-19 17:21:00.672,2015-11-19 17:21:00.670,,48,NO
2015-11-19 17:22:01.663,2015-11-19 17:22:01.647,,48,NO
2015-11-19 17:23:00.650,2015-11-19 17:23:00.649,,48,NO
2015-11-19 17:24:01.637,2015-11-19 17:24:01.627,,48,NO
2015-11-19 17:25:00.652,2015-11-19 17:25:00.651,,48,NO
2015-11-19 17:26:01.663,2015-11-19 17:26:01.656,,48,NO
2015-11-19 17:27:01.656,2015-11-19 17:27:01.654,,48,NO
2015-11-19 17:28:01.678,2015-11-19 17:28:01.658,,48,NO
2015-11-19 17:29:01.697,2015-11-19 17:29:01.687,,48,NO
2015-11-19 17:30:01.582,2015-11-19 17:30:01.580,,48,NO
2015-11-19 17:31:00.680,2015-11-19 17:31:00.678,,48,NO
2015-11-19 17:32:00.665,2015-11-19 17:32:00.647,,48,NO
2015-11-19 17:33:00.675,2015-11-19 17:33:00.666,,48,NO
2015-11-19 17:34:01.544,2015-11-19 17:34:01.532,,48,NO
2015-11-19 17:35:00.576,2015-11-19 17:35:00.575,,48,NO
2015-11-19 17:36:01.646,2015-11-19 17:36:01.643,,47,NO
2015-11-19 17:37:01.651,2015-11-19 17:37:01.641,,47,NO
2015-11-19 17:38:01.632,2015-11-19 17:38:01.623,,47,NO
2015-11-19 17:39:00.505,2015-11-19 17:39:00.495,,47,NO
2015-11-19 17:40:01.609,2015-11-19 17:40:01.607,,47,NO
2015-11-19 17:41:00.701,2015-11-19 17:41:00.699,,47,NO
2015-11-19 17:42:01.455,2015-11-19 17:42:01.453,,47,NO
2015-11-19 17:43:01.654,2015-11-19 17:43:01.645,,47,NO
2015-11-19 17:44:01.545,2015-11-19 17:44:01.541,,47,NO
2015-11-19 17:45:01.691,2015-11-19 17:45:01.672,,47,NO
2015-11-19 17:46:00.584,2015-11-19 17:46:00.558,,47,NO
2015-11-19 17:47:01.674,2015-11-19 17:47:01.658,,47,NO
2015-11-19 17:48:00.657,2015-11-19 17:48:00.647,,47,NO
2015-11-19 17:49:01.660,2015-11-19 17:49:01.657,,47,NO
2015-11-19 17:50:01.652,2015-11-19 17:50:01.648,,46,NO
2015-11-19 17:51:01.686,2015-11-19 17:51:01.684,,46,NO
2015-11-19 17:52:01.667,2015-11-19 17:52:01.657,,46,NO
2015-11-19 17:53:01.693,2015-11-19 17:53:01.687,,46,NO
2015-11-19 17:54:01.692,2015-11-19 17:54:01.688,,46,NO
2015-11-19 17:55:00.650,2015-11-19 17:55:00.641,,46,NO
2015-11-19 17:56:00.671,2015-11-19 17:56:00.647,,46,NO
2015-11-19 17:57:01.662,2015-11-19 17:57:01.661,,46,NO
2015-11-19 17:58:01.666,2015-11-19 17:58:01.654,,46,NO
2015-11-19 17:59:00.893,2015-11-19 17:59:00.890,,46,NO
