HEADER_TIME_STAMP,START_TIME,STOP_TIME,BATTERY_LEVEL,BATTERY_CHARGING
2015-10-23 18:08:33.382,2015-10-23 18:08:33.371,,100,NO
2015-10-23 18:10:03.523,2015-10-23 18:10:03.521,,99,NO
2015-10-23 18:11:03.545,2015-10-23 18:11:03.543,,99,NO
2015-10-23 18:11:36.562,2015-10-23 18:11:36.560,,99,NO
2015-10-23 18:12:46.072,2015-10-23 18:12:46.070,,99,NO
2015-10-23 18:13:36.376,2015-10-23 18:13:36.373,,99,NO
2015-10-23 18:14:36.357,2015-10-23 18:14:36.355,,99,NO
2015-10-23 18:15:38.333,2015-10-23 18:15:38.321,,99,NO
2015-10-23 18:16:44.680,2015-10-23 18:16:44.678,,99,NO
2015-10-23 18:17:36.375,2015-10-23 18:17:36.373,,99,NO
2015-10-23 18:18:36.354,2015-10-23 18:18:36.352,,99,NO
2015-10-23 18:19:36.371,2015-10-23 18:19:36.369,,99,NO
2015-10-23 18:20:57.701,2015-10-23 18:20:57.697,,99,NO
2015-10-23 18:21:36.382,2015-10-23 18:21:36.380,,99,NO
2015-10-23 18:22:36.368,2015-10-23 18:22:36.366,,99,NO
2015-10-23 18:23:45.580,2015-10-23 18:23:45.578,,99,NO
2015-10-23 18:25:03.433,2015-10-23 18:25:03.431,,99,NO
2015-10-23 18:25:58.771,2015-10-23 18:25:58.769,,99,NO
2015-10-23 18:26:36.395,2015-10-23 18:26:36.393,,99,NO
2015-10-23 18:27:36.396,2015-10-23 18:27:36.394,,99,NO
2015-10-23 18:29:02.340,2015-10-23 18:29:02.338,,99,NO
2015-10-23 18:30:20.029,2015-10-23 18:30:20.019,,99,NO
2015-10-23 18:31:36.387,2015-10-23 18:31:36.385,,99,NO
2015-10-23 18:33:01.228,2015-10-23 18:33:01.226,,99,NO
2015-10-23 18:33:36.369,2015-10-23 18:33:36.367,,99,NO
2015-10-23 18:34:36.379,2015-10-23 18:34:36.377,,99,NO
2015-10-23 18:35:36.376,2015-10-23 18:35:36.374,,99,NO
2015-10-23 18:37:00.064,2015-10-23 18:37:00.062,,99,NO
2015-10-23 18:37:36.360,2015-10-23 18:37:36.358,,99,NO
2015-10-23 18:38:36.362,2015-10-23 18:38:36.360,,99,NO
2015-10-23 18:39:38.655,2015-10-23 18:39:38.653,,98,NO
2015-10-23 18:40:36.375,2015-10-23 18:40:36.373,,98,NO
2015-10-23 18:41:45.575,2015-10-23 18:41:45.562,,98,NO
2015-10-23 18:42:36.361,2015-10-23 18:42:36.359,,98,NO
2015-10-23 18:43:58.919,2015-10-23 18:43:58.917,,98,NO
2015-10-23 18:44:36.363,2015-10-23 18:44:36.361,,98,NO
2015-10-23 18:46:01.412,2015-10-23 18:46:01.410,,98,NO
2015-10-23 18:46:36.355,2015-10-23 18:46:36.353,,98,NO
2015-10-23 18:47:36.371,2015-10-23 18:47:36.369,,98,NO
2015-10-23 18:48:36.364,2015-10-23 18:48:36.363,,98,NO
2015-10-23 18:50:00.251,2015-10-23 18:50:00.242,,98,NO
2015-10-23 18:50:36.367,2015-10-23 18:50:36.365,,98,NO
2015-10-23 18:51:36.370,2015-10-23 18:51:36.368,,98,NO
2015-10-23 18:52:36.373,2015-10-23 18:52:36.371,,98,NO
2015-10-23 18:53:36.377,2015-10-23 18:53:36.375,,98,NO
2015-10-23 18:54:36.357,2015-10-23 18:54:36.355,,98,NO
2015-10-23 18:55:36.372,2015-10-23 18:55:36.360,,98,NO
2015-10-23 18:56:36.362,2015-10-23 18:56:36.360,,98,NO
2015-10-23 18:57:36.385,2015-10-23 18:57:36.383,,98,NO
2015-10-23 18:58:36.430,2015-10-23 18:58:36.428,,98,NO
2015-10-23 18:59:59.863,2015-10-23 18:59:59.861,,98,NO
