HEADER_TIME_STAMP,X_ACCELATION_METERS_PER_SECOND_SQUARED,Y_ACCELATION_METERS_PER_SECOND_SQUARED,Z_ACCELATION_METERS_PER_SECOND_SQUARED
2015-09-24 15:00:00.035,-0.49199995,0.83599997,0.148
2015-09-24 15:00:00.094,-0.49199995,0.832,0.14
2015-09-24 15:00:00.135,-0.504,0.828,0.148
2015-09-24 15:00:00.175,-0.48799998,0.83599997,0.15599999
2015-09-24 15:00:00.215,-0.50799996,0.832,0.15999998
2015-09-24 15:00:00.276,-0.51199996,0.844,0.15599999
2015-09-24 15:00:00.335,-0.48799998,0.848,0.148
2015-09-24 15:00:00.396,-0.472,0.848,0.152
2015-09-24 15:00:00.455,-0.47599998,0.844,0.148
2015-09-24 15:00:00.515,-0.47599998,0.84,0.15999998
2015-09-24 15:00:00.576,-0.47599998,0.844,0.144
2015-09-24 15:00:00.654,-0.472,0.844,0.152
2015-09-24 15:00:00.696,-0.46399996,0.848,0.16399999
2015-09-24 15:00:00.735,-0.45999998,0.85599995,0.16399999
2015-09-24 15:00:00.795,-0.45999998,0.85199994,0.15599999
2015-09-24 15:00:00.815,-0.46399996,0.85599995,0.17199999
2015-09-24 15:00:00.856,-0.46799996,0.844,0.16399999
2015-09-24 15:00:00.914,-0.49199995,0.848,0.16399999
2015-09-24 15:00:00.934,-0.49199995,0.844,0.15999998
2015-09-24 15:00:00.955,-0.5,0.832,0.16399999
2015-09-24 15:00:00.996,-0.528,0.828,0.16399999
2015-09-24 15:00:01.054,-0.52,0.832,0.152
2015-09-24 15:00:01.095,-0.50799996,0.84,0.15599999
2015-09-24 15:00:01.135,-0.516,0.844,0.15599999
2015-09-24 15:00:01.174,-0.516,0.83599997,0.14
2015-09-24 15:00:01.215,-0.49599996,0.832,0.132
2015-09-24 15:00:01.255,-0.49199995,0.812,0.144
2015-09-24 15:00:01.296,-0.516,0.82399994,0.15599999
2015-09-24 15:00:01.355,-0.516,0.8159999,0.148
2015-09-24 15:00:01.415,-0.51199996,0.828,0.152
2015-09-24 15:00:01.475,-0.51199996,0.81999993,0.15999998
2015-09-24 15:00:01.516,-0.516,0.82399994,0.16399999
2015-09-24 15:00:01.576,-0.51199996,0.828,0.16399999
2015-09-24 15:00:01.635,-0.52,0.812,0.16399999
2015-09-24 15:00:01.655,-0.52,0.812,0.15599999
2015-09-24 15:00:01.696,-0.51199996,0.8159999,0.15599999
2015-09-24 15:00:01.754,-0.516,0.81999993,0.16399999
2015-09-24 15:00:01.795,-0.51199996,0.812,0.168
2015-09-24 15:00:01.856,-0.51199996,0.8159999,0.17999999
2015-09-24 15:00:01.915,-0.5,0.81999993,0.176
2015-09-24 15:00:01.935,-0.49599996,0.812,0.176
2015-09-24 15:00:01.976,-0.48,0.81999993,0.184
2015-09-24 15:00:02.035,-0.45999998,0.84,0.19999999
2015-09-24 15:00:02.095,-0.43999997,0.844,0.20399998
2015-09-24 15:00:02.135,-0.40799996,0.86399996,0.22399999
2015-09-24 15:00:02.196,-0.37199998,0.892,0.24
2015-09-24 15:00:02.254,-0.336,0.8759999,0.27199998
2015-09-24 15:00:02.275,-0.32799998,0.8759999,0.28
2015-09-24 15:00:02.295,-0.31599998,0.87999994,0.28
2015-09-24 15:00:02.336,-0.31599998,0.884,0.28399998
2015-09-24 15:00:02.395,-0.324,0.884,0.304
2015-09-24 15:00:02.415,-0.332,0.892,0.296
2015-09-24 15:00:02.456,-0.34399998,0.8719999,0.276
2015-09-24 15:00:02.514,-0.37199998,0.85999995,0.25599998
2015-09-24 15:00:02.555,-0.368,0.85199994,0.252
2015-09-24 15:00:02.595,-0.364,0.86399996,0.23199998
2015-09-24 15:00:02.636,-0.38399997,0.86399996,0.236
2015-09-24 15:00:02.693,-0.396,0.8679999,0.21999998
2015-09-24 15:00:02.733,-0.396,0.8759999,0.208
2015-09-24 15:00:02.794,-0.40399998,0.8719999,0.21599999
2015-09-24 15:00:02.853,-0.424,0.85999995,0.22399999
2015-09-24 15:00:02.913,-0.424,0.85599995,0.21999998
2015-09-24 15:00:02.973,-0.42,0.86399996,0.21999998
2015-09-24 15:00:03.018,-0.416,0.85599995,0.23199998
2015-09-24 15:00:03.035,-0.42,0.85599995,0.23199998
2015-09-24 15:00:03.076,-0.40399998,0.85999995,0.22799999
2015-09-24 15:00:03.115,-0.41199997,0.86399996,0.22399999
2015-09-24 15:00:03.155,-0.40799996,0.85999995,0.236
2015-09-24 15:00:03.195,-0.392,0.85999995,0.24
2015-09-24 15:00:03.255,-0.38399997,0.85999995,0.24799998
2015-09-24 15:00:03.296,-0.392,0.85599995,0.252
2015-09-24 15:00:03.374,-0.40799996,0.86399996,0.24799998
2015-09-24 15:00:03.416,-0.39999998,0.85599995,0.23199998
2015-09-24 15:00:03.455,-0.40399998,0.85599995,0.24799998
2015-09-24 15:00:03.515,-0.38799998,0.85599995,0.236
2015-09-24 15:00:03.555,-0.376,0.8679999,0.236
2015-09-24 15:00:03.615,-0.376,0.8679999,0.24
2015-09-24 15:00:03.675,-0.38399997,0.85999995,0.24
2015-09-24 15:00:03.695,-0.37199998,0.85599995,0.24399999
2015-09-24 15:00:03.736,-0.37199998,0.85999995,0.24
2015-09-24 15:00:03.794,-0.38799998,0.85999995,0.252
2015-09-24 15:00:03.815,-0.38,0.8679999,0.24799998
2015-09-24 15:00:03.855,-0.376,0.8719999,0.24799998
2015-09-24 15:00:03.915,-0.376,0.86399996,0.25599998
2015-09-24 15:00:03.975,-0.38399997,0.8679999,0.252
2015-09-24 15:00:04.035,-0.376,0.8719999,0.25599998
2015-09-24 15:00:04.095,-0.376,0.8759999,0.25599998
2015-09-24 15:00:04.155,-0.376,0.86399996,0.24799998
2015-09-24 15:00:04.215,-0.37199998,0.8719999,0.268
2015-09-24 15:00:04.275,-0.37199998,0.8679999,0.264
2015-09-24 15:00:04.335,-0.38399997,0.8679999,0.264
2015-09-24 15:00:04.395,-0.396,0.86399996,0.268
2015-09-24 15:00:04.415,-0.40399998,0.8679999,0.26
2015-09-24 15:00:04.456,-0.396,0.85599995,0.252
2015-09-24 15:00:04.495,-0.38399997,0.8679999,0.25599998
2015-09-24 15:00:04.535,-0.38399997,0.85999995,0.25599998
2015-09-24 15:00:04.575,-0.368,0.86399996,0.236
2015-09-24 15:00:04.635,-0.364,0.86399996,0.24399999
2015-09-24 15:00:04.675,-0.376,0.86399996,0.25599998
2015-09-24 15:00:04.735,-0.38399997,0.85999995,0.25599998
2015-09-24 15:00:04.796,-0.38399997,0.85199994,0.252
2015-09-24 15:00:04.856,-0.38,0.8679999,0.252
2015-09-24 15:00:04.915,-0.38399997,0.85999995,0.268
2015-09-24 15:00:04.935,-0.38,0.86399996,0.25599998
2015-09-24 15:00:04.976,-0.368,0.8679999,0.28
2015-09-24 15:00:05.035,-0.376,0.85999995,0.268
2015-09-24 15:00:05.076,-0.38799998,0.85599995,0.25599998
2015-09-24 15:00:05.134,-0.39999998,0.86399996,0.25599998
2015-09-24 15:00:05.155,-0.40399998,0.86399996,0.26
2015-09-24 15:00:05.195,-0.41199997,0.85599995,0.24799998
2015-09-24 15:00:05.256,-0.416,0.85999995,0.268
2015-09-24 15:00:05.315,-0.38799998,0.85999995,0.252
2015-09-24 15:00:05.355,-0.38799998,0.85999995,0.27199998
2015-09-24 15:00:05.395,-0.376,0.85999995,0.25599998
2015-09-24 15:00:05.435,-0.38399997,0.8679999,0.264
2015-09-24 15:00:05.494,-0.38,0.85599995,0.252
2015-09-24 15:00:05.536,-0.38,0.8719999,0.24799998
2015-09-24 15:00:05.595,-0.38399997,0.85599995,0.26
2015-09-24 15:00:05.655,-0.38799998,0.8679999,0.24
2015-09-24 15:00:05.716,-0.376,0.8719999,0.252
2015-09-24 15:00:05.775,-0.38399997,0.8719999,0.24
2015-09-24 15:00:05.815,-0.38799998,0.8679999,0.236
2015-09-24 15:00:05.876,-0.38399997,0.86399996,0.23199998
2015-09-24 15:00:05.935,-0.38,0.85999995,0.22799999
2015-09-24 15:00:05.996,-0.376,0.86399996,0.23199998
2015-09-24 15:00:06.055,-0.38,0.8719999,0.24
2015-09-24 15:00:06.115,-0.38799998,0.86399996,0.23199998
2015-09-24 15:00:06.175,-0.392,0.85999995,0.22399999
2015-09-24 15:00:06.236,-0.38,0.8679999,0.24399999
2015-09-24 15:00:06.295,-0.38,0.89599997,0.21999998
