HEADER_TIME_STAMP,START_TIME,STOP_TIME,SWITCH_TO_NETWORK,DATA_USAGE_APP,DATA_USAGE_TOTAL
2015-11-02 14:44:08.465,2015-11-02 14:44:08.459,,None,0,14
2015-11-02 14:44:10.162,2015-11-02 14:44:10.159,,None,0,0
2015-11-02 14:44:42.516,2015-11-02 14:44:42.513,,Wifi,0,0
2015-11-02 14:46:02.148,2015-11-02 14:46:02.147,,None,0,0
2015-11-02 14:46:04.560,2015-11-02 14:46:04.558,,None,0,0
2015-11-02 14:46:51.939,2015-11-02 14:46:51.938,,Wifi,0,0
