HEADER_TIME_STAMP,MAGNITUDE,SAMPLE_COUNTS
2015-11-19 16:00:02.380,1174,38
2015-11-19 16:00:03.374,3816,40
2015-11-19 16:00:04.390,2896,41
2015-11-19 16:00:05.376,3576,38
2015-11-19 16:00:06.373,3469,42
2015-11-19 16:00:07.395,3217,40
2015-11-19 16:00:08.405,3278,38
2015-11-19 16:00:09.381,3364,40
2015-11-19 16:00:10.426,3323,39
2015-11-19 16:00:11.375,3880,38
2015-11-19 16:00:12.370,1132,38
2015-11-19 16:00:13.371,57,38
2015-11-19 16:00:14.378,30,40
2015-11-19 16:00:15.385,60,40
2015-11-19 16:00:16.384,72,37
2015-11-19 16:00:17.390,25,39
2015-11-19 16:00:18.384,23,36
2015-11-19 16:00:19.401,22,39
2015-11-19 16:00:20.392,19,42
2015-11-19 16:00:21.392,21,41
2015-11-19 16:01:04.823,25,41
2015-11-19 16:01:05.809,15,41
2015-11-19 16:01:06.833,17,38
2015-11-19 16:01:07.821,2171,38
2015-11-19 16:01:08.813,386,42
2015-11-19 16:01:09.816,20,37
2015-11-19 16:01:10.824,19,35
2015-11-19 16:01:11.830,73,38
2015-11-19 16:01:12.820,358,36
2015-11-19 16:01:13.828,186,38
2015-11-19 16:01:14.812,234,38
2015-11-19 16:01:15.838,287,41
2015-11-19 16:01:16.830,379,38
2015-11-19 16:01:17.848,524,39
2015-11-19 16:01:18.831,459,36
2015-11-19 16:01:19.822,1006,40
2015-11-19 16:01:20.830,615,38
2015-11-19 16:01:21.832,337,39
2015-11-19 16:01:22.858,146,37
2015-11-19 16:01:23.833,234,39
2015-11-19 16:02:06.307,17,39
2015-11-19 16:02:07.272,13,38
2015-11-19 16:02:08.278,10,38
2015-11-19 16:02:09.267,24,37
2015-11-19 16:02:10.303,73,38
2015-11-19 16:02:11.267,45,37
2015-11-19 16:02:12.269,38,37
2015-11-19 16:02:13.291,31,38
2015-11-19 16:02:14.297,10,40
2015-11-19 16:02:15.304,19,38
2015-11-19 16:02:16.281,23,40
2015-11-19 16:02:17.286,15,40
2015-11-19 16:02:18.286,8,39
2015-11-19 16:02:19.275,23,38
2015-11-19 16:02:20.274,9,38
2015-11-19 16:02:21.273,11,38
2015-11-19 16:02:22.291,9,40
2015-11-19 16:02:23.314,15,38
2015-11-19 16:02:24.289,7,39
2015-11-19 16:02:25.306,14,38
2015-11-19 16:02:38.147,7,40
2015-11-19 16:02:39.133,8,37
2015-11-19 16:02:40.130,9,38
2015-11-19 16:02:41.115,17,36
2015-11-19 16:02:42.123,11,37
2015-11-19 16:02:43.147,11,39
2015-11-19 16:02:44.116,9,36
2015-11-19 16:02:45.135,11,38
2015-11-19 16:02:46.127,11,36
2015-11-19 16:02:47.157,16,40
2015-11-19 16:02:48.122,11,39
2015-11-19 16:02:49.117,11,37
2015-11-19 16:02:50.124,11,38
2015-11-19 16:02:51.118,14,40
2015-11-19 16:02:52.168,21,40
2015-11-19 16:02:53.135,11,39
2015-11-19 16:02:54.129,10,38
2015-11-19 16:02:55.124,11,38
2015-11-19 16:02:56.108,14,39
2015-11-19 16:02:57.108,19,38
2015-11-19 16:04:06.402,17,40
2015-11-19 16:04:07.401,12,39
2015-11-19 16:04:08.419,36,41
2015-11-19 16:04:09.410,58,39
2015-11-19 16:04:10.407,62,38
2015-11-19 16:04:11.417,27,37
2015-11-19 16:04:12.414,38,39
2015-11-19 16:04:13.407,123,39
2015-11-19 16:04:14.411,248,38
2015-11-19 16:04:15.407,381,40
2015-11-19 16:04:16.405,116,39
2015-11-19 16:04:17.423,454,38
2015-11-19 16:04:19.104,157,72
2015-11-19 16:04:19.405,0,0
2015-11-19 16:04:20.403,51,24
2015-11-19 16:04:21.407,34,41
2015-11-19 16:04:22.399,26,41
2015-11-19 16:04:23.393,9,42
2015-11-19 16:04:24.415,6,41
2015-11-19 16:04:25.425,6,40
2015-11-19 16:05:07.879,29,40
2015-11-19 16:05:08.877,20,38
2015-11-19 16:05:09.875,13,42
2015-11-19 16:05:10.884,18,43
2015-11-19 16:05:11.905,16,39
2015-11-19 16:05:12.890,21,39
2015-11-19 16:05:13.894,23,39
2015-11-19 16:05:14.958,18,38
2015-11-19 16:05:15.905,20,40
2015-11-19 16:05:16.892,16,40
2015-11-19 16:05:17.880,13,39
2015-11-19 16:05:18.878,10,38
2015-11-19 16:05:19.904,11,40
2015-11-19 16:05:20.896,27,37
2015-11-19 16:05:21.884,20,37
2015-11-19 16:05:22.906,12,39
2015-11-19 16:05:23.875,15,37
2015-11-19 16:05:24.876,8,39
2015-11-19 16:05:25.885,10,39
2015-11-19 16:05:26.876,22,35
2015-11-19 16:06:18.649,81,43
2015-11-19 16:06:19.677,36,40
2015-11-19 16:06:20.652,183,39
2015-11-19 16:06:21.654,38,41
2015-11-19 16:06:22.647,36,41
2015-11-19 16:06:23.646,51,41
2015-11-19 16:06:24.645,48,40
2015-11-19 16:06:25.661,57,42
2015-11-19 16:06:26.675,42,39
2015-11-19 16:06:27.650,21,39
2015-11-19 16:06:28.678,51,40
2015-11-19 16:06:29.649,120,39
2015-11-19 16:06:30.647,28,41
2015-11-19 16:06:31.645,44,38
2015-11-19 16:06:32.652,84,39
2015-11-19 16:06:33.664,72,38
2015-11-19 16:06:34.659,40,40
2015-11-19 16:06:35.707,73,41
2015-11-19 16:06:36.663,38,39
2015-11-19 16:06:37.650,22,40
2015-11-19 16:08:13.668,27,37
2015-11-19 16:08:14.686,28,39
2015-11-19 16:08:15.663,36,38
2015-11-19 16:08:16.665,42,41
2015-11-19 16:08:17.695,34,39
2015-11-19 16:08:18.676,33,38
2015-11-19 16:08:19.678,22,40
2015-11-19 16:08:20.665,251,40
2015-11-19 16:08:21.662,169,39
2015-11-19 16:08:22.663,93,39
2015-11-19 16:08:23.666,16,39
2015-11-19 16:08:24.659,20,39
2015-11-19 16:08:25.681,41,43
2015-11-19 16:08:26.656,45,39
2015-11-19 16:08:27.670,111,41
2015-11-19 16:08:28.670,78,39
2015-11-19 16:08:29.663,51,37
2015-11-19 16:08:30.658,70,38
2015-11-19 16:08:31.672,63,37
2015-11-19 16:08:32.665,35,38
2015-11-19 16:08:39.460,20,40
2015-11-19 16:08:40.493,63,36
2015-11-19 16:08:41.467,99,39
2015-11-19 16:08:42.457,90,40
2015-11-19 16:08:43.474,29,43
2015-11-19 16:08:44.456,49,38
2015-11-19 16:08:45.451,102,40
2015-11-19 16:08:46.457,109,41
2015-11-19 16:08:47.474,239,40
2015-11-19 16:08:48.458,117,40
2015-11-19 16:08:49.458,122,41
2015-11-19 16:08:50.491,180,41
2015-11-19 16:08:51.466,93,40
2015-11-19 16:08:52.457,29,41
2015-11-19 16:08:53.482,30,39
2015-11-19 16:08:54.451,32,37
2015-11-19 16:08:55.456,31,39
2015-11-19 16:08:56.464,50,41
2015-11-19 16:08:57.460,35,39
2015-11-19 16:08:58.476,32,39
2015-11-19 16:10:08.308,12,42
2015-11-19 16:10:09.305,10,39
2015-11-19 16:10:10.296,12,38
2015-11-19 16:10:11.304,14,40
2015-11-19 16:10:12.324,32,39
2015-11-19 16:10:13.291,19,40
2015-11-19 16:10:14.290,15,38
2015-11-19 16:10:15.315,14,38
2015-11-19 16:10:16.296,12,39
2015-11-19 16:10:17.288,10,39
2015-11-19 16:10:18.283,11,39
2015-11-19 16:10:19.308,27,40
2015-11-19 16:10:20.291,20,38
2015-11-19 16:10:21.297,21,39
2015-11-19 16:10:22.298,16,40
2015-11-19 16:10:23.292,12,40
2015-11-19 16:10:24.280,15,39
2015-11-19 16:10:25.287,14,38
2015-11-19 16:10:26.292,18,41
2015-11-19 16:10:27.307,15,42
2015-11-19 16:11:18.742,38,41
2015-11-19 16:11:19.736,48,39
2015-11-19 16:11:20.734,21,38
2015-11-19 16:11:21.729,29,40
2015-11-19 16:11:22.730,16,41
2015-11-19 16:11:23.725,11,39
2015-11-19 16:11:24.725,12,41
2015-11-19 16:11:25.722,11,40
2015-11-19 16:11:26.723,12,40
2015-11-19 16:11:27.730,11,39
2015-11-19 16:11:28.748,18,42
2015-11-19 16:11:29.747,13,39
2015-11-19 16:11:30.738,20,39
2015-11-19 16:11:31.749,18,38
2015-11-19 16:11:32.745,15,40
2015-11-19 16:11:33.745,12,39
2015-11-19 16:11:34.745,11,40
2015-11-19 16:11:35.746,17,38
2015-11-19 16:11:36.739,14,40
2015-11-19 16:11:37.748,16,41
2015-11-19 16:11:40.082,15,38
2015-11-19 16:11:41.093,18,42
2015-11-19 16:11:42.087,55,39
2015-11-19 16:11:43.089,32,41
2015-11-19 16:11:44.083,24,41
2015-11-19 16:11:45.093,18,40
2015-11-19 16:11:46.084,25,39
2015-11-19 16:11:47.081,74,39
2015-11-19 16:11:48.089,148,40
2015-11-19 16:11:49.079,282,39
2015-11-19 16:11:50.075,64,42
2015-11-19 16:11:51.083,13,41
2015-11-19 16:11:52.079,16,41
2015-11-19 16:11:53.086,17,41
2015-11-19 16:11:54.089,13,40
2015-11-19 16:11:55.078,20,40
2015-11-19 16:11:56.085,25,42
2015-11-19 16:11:57.083,20,39
2015-11-19 16:11:58.086,15,41
2015-11-19 16:11:59.074,40,40
2015-11-19 16:12:39.454,161,41
2015-11-19 16:12:40.444,287,43
2015-11-19 16:12:41.435,242,41
2015-11-19 16:12:42.449,369,41
2015-11-19 16:12:43.450,283,39
2015-11-19 16:12:44.442,734,41
2015-11-19 16:12:45.443,660,42
2015-11-19 16:12:46.436,629,40
2015-11-19 16:12:47.452,1287,41
2015-11-19 16:12:48.454,1358,43
2015-11-19 16:12:49.450,1514,40
2015-11-19 16:12:50.439,1025,40
2015-11-19 16:12:51.447,496,40
2015-11-19 16:12:52.438,706,38
2015-11-19 16:12:53.461,499,42
2015-11-19 16:12:54.452,575,38
2015-11-19 16:12:55.454,749,38
2015-11-19 16:12:56.484,650,40
2015-11-19 16:12:57.459,486,37
2015-11-19 16:12:58.471,193,37
2015-11-19 16:14:21.829,1190,38
2015-11-19 16:14:22.819,1310,41
2015-11-19 16:14:23.841,1220,39
2015-11-19 16:14:24.814,1826,39
2015-11-19 16:14:25.816,1404,39
2015-11-19 16:14:26.832,1495,40
2015-11-19 16:14:27.835,1571,40
2015-11-19 16:14:28.828,1731,40
2015-11-19 16:14:29.830,1478,40
2015-11-19 16:14:30.863,1514,40
2015-11-19 16:14:31.842,771,40
2015-11-19 16:14:32.810,1812,36
2015-11-19 16:14:33.840,1472,41
2015-11-19 16:14:34.838,1486,41
2015-11-19 16:14:35.832,1576,40
2015-11-19 16:14:36.820,1425,41
2015-11-19 16:14:37.811,1733,38
2015-11-19 16:14:38.817,1561,40
2015-11-19 16:14:39.816,1248,40
2015-11-19 16:14:40.844,1432,42
2015-11-19 16:15:54.833,1678,41
2015-11-19 16:15:55.826,1926,41
2015-11-19 16:15:56.830,1446,41
2015-11-19 16:15:57.823,1831,40
2015-11-19 16:15:58.834,1857,40
2015-11-19 16:15:59.840,1493,38
2015-11-19 16:16:00.829,1320,40
2015-11-19 16:16:01.831,1692,39
2015-11-19 16:16:02.841,1141,40
2015-11-19 16:16:03.815,1424,40
2015-11-19 16:16:04.819,1724,41
2015-11-19 16:16:05.822,2060,39
2015-11-19 16:16:06.815,1714,37
2015-11-19 16:16:07.833,1938,39
2015-11-19 16:16:08.821,1492,38
2015-11-19 16:16:09.831,1544,39
2015-11-19 16:16:10.853,1878,38
2015-11-19 16:16:11.832,1894,37
2015-11-19 16:16:12.829,1290,40
2015-11-19 16:16:13.823,1081,37
2015-11-19 16:16:43.407,1352,41
2015-11-19 16:16:44.408,1905,41
2015-11-19 16:16:45.396,1528,37
2015-11-19 16:16:46.399,1715,38
2015-11-19 16:16:47.395,1963,37
2015-11-19 16:16:48.418,1572,39
2015-11-19 16:16:49.410,1475,39
2015-11-19 16:16:50.397,1829,39
2015-11-19 16:16:51.397,1305,43
2015-11-19 16:16:52.414,2259,39
2015-11-19 16:16:53.391,1956,38
2015-11-19 16:16:54.398,1239,41
2015-11-19 16:16:55.393,2015,40
2015-11-19 16:16:56.412,1796,41
2015-11-19 16:16:57.414,2038,38
2015-11-19 16:16:58.404,1800,41
2015-11-19 16:16:59.409,2218,39
2015-11-19 16:17:00.398,1817,40
2015-11-19 16:17:01.397,1522,39
2015-11-19 16:17:02.405,1420,39
2015-11-19 16:17:40.422,1437,40
2015-11-19 16:17:41.418,1829,42
2015-11-19 16:17:42.421,1669,39
2015-11-19 16:17:43.428,1687,37
2015-11-19 16:17:44.431,2459,40
2015-11-19 16:17:45.433,2013,40
2015-11-19 16:17:46.433,1236,38
2015-11-19 16:17:47.432,1538,39
2015-11-19 16:17:48.428,2035,41
2015-11-19 16:17:49.426,2006,38
2015-11-19 16:17:50.423,1577,39
2015-11-19 16:17:51.434,1698,42
2015-11-19 16:17:52.438,1485,42
2015-11-19 16:17:53.432,1863,39
2015-11-19 16:17:54.423,2177,37
2015-11-19 16:17:55.424,1318,38
2015-11-19 16:17:56.431,2372,40
2015-11-19 16:17:57.429,1700,36
2015-11-19 16:17:58.423,1587,41
2015-11-19 16:17:59.420,1860,40
2015-11-19 16:18:38.688,2696,41
2015-11-19 16:18:39.679,1317,42
2015-11-19 16:18:40.708,1240,39
2015-11-19 16:18:41.695,1686,40
2015-11-19 16:18:42.695,2127,37
2015-11-19 16:18:43.720,571,37
2015-11-19 16:18:44.700,74,39
2015-11-19 16:18:45.696,107,39
2015-11-19 16:18:46.677,346,37
2015-11-19 16:18:47.683,47,40
2015-11-19 16:18:48.700,27,41
2015-11-19 16:18:49.693,37,38
2015-11-19 16:18:50.699,19,41
2015-11-19 16:18:51.680,65,38
2015-11-19 16:18:52.674,56,39
2015-11-19 16:18:53.676,91,39
2015-11-19 16:18:54.683,202,42
2015-11-19 16:18:55.705,365,41
2015-11-19 16:18:56.702,49,37
2015-11-19 16:18:57.703,25,40
2015-11-19 16:19:44.629,48,41
2015-11-19 16:19:45.616,34,41
2015-11-19 16:19:46.631,45,42
2015-11-19 16:19:47.636,44,41
2015-11-19 16:19:48.634,37,39
2015-11-19 16:19:49.642,58,40
2015-11-19 16:19:50.631,40,38
2015-11-19 16:19:51.632,112,40
2015-11-19 16:19:52.628,289,39
2015-11-19 16:19:53.632,348,38
2015-11-19 16:19:54.633,277,38
2015-11-19 16:19:55.623,219,38
2015-11-19 16:19:56.630,158,41
2015-11-19 16:19:57.620,356,39
2015-11-19 16:19:58.610,97,39
2015-11-19 16:19:59.622,111,39
2015-11-19 16:20:00.617,192,40
2015-11-19 16:20:01.628,71,39
2015-11-19 16:20:02.632,136,41
2015-11-19 16:20:03.632,90,41
2015-11-19 16:20:43.995,1408,42
2015-11-19 16:20:44.981,2205,37
2015-11-19 16:20:45.992,1949,38
2015-11-19 16:20:47.004,1771,40
2015-11-19 16:20:47.977,2043,40
2015-11-19 16:20:48.973,1391,38
2015-11-19 16:20:49.981,1127,42
2015-11-19 16:20:50.988,738,40
2015-11-19 16:20:51.988,476,40
2015-11-19 16:20:52.976,367,37
2015-11-19 16:20:53.973,393,39
2015-11-19 16:20:54.989,666,39
2015-11-19 16:20:55.983,401,38
2015-11-19 16:20:56.982,499,40
2015-11-19 16:20:57.970,488,41
2015-11-19 16:20:58.968,896,40
2015-11-19 16:20:59.981,985,44
2015-11-19 16:21:00.983,699,41
2015-11-19 16:21:01.996,640,43
2015-11-19 16:21:02.985,515,40
2015-11-19 16:21:39.532,45,39
2015-11-19 16:21:40.523,36,43
2015-11-19 16:21:41.531,46,41
2015-11-19 16:21:42.528,121,41
2015-11-19 16:21:43.516,49,42
2015-11-19 16:21:44.534,62,41
2015-11-19 16:21:45.531,69,40
2015-11-19 16:21:46.531,52,38
2015-11-19 16:21:47.534,328,38
2015-11-19 16:21:48.536,232,41
2015-11-19 16:21:49.526,44,39
2015-11-19 16:21:50.539,36,38
2015-11-19 16:21:51.527,34,39
2015-11-19 16:21:52.519,34,43
2015-11-19 16:21:53.532,28,42
2015-11-19 16:21:54.541,111,38
2015-11-19 16:21:55.531,226,40
2015-11-19 16:21:56.535,74,37
2015-11-19 16:21:57.544,79,37
2015-11-19 16:21:58.531,234,40
2015-11-19 16:22:44.148,30,39
2015-11-19 16:22:45.131,31,38
2015-11-19 16:22:46.158,22,40
2015-11-19 16:22:47.159,37,39
2015-11-19 16:22:48.153,21,40
2015-11-19 16:22:49.161,34,38
2015-11-19 16:22:50.148,47,38
2015-11-19 16:22:51.144,27,40
2015-11-19 16:22:52.164,27,40
2015-11-19 16:22:53.142,29,40
2015-11-19 16:22:54.151,19,39
2015-11-19 16:22:55.143,23,38
2015-11-19 16:22:56.143,36,38
2015-11-19 16:22:57.150,44,38
2015-11-19 16:22:58.157,29,39
2015-11-19 16:22:59.142,36,38
2015-11-19 16:23:00.133,34,36
2015-11-19 16:23:01.142,24,40
2015-11-19 16:23:02.142,54,37
2015-11-19 16:23:03.142,172,38
2015-11-19 16:23:44.262,221,39
2015-11-19 16:23:45.258,335,38
2015-11-19 16:23:46.250,115,38
2015-11-19 16:23:47.281,52,42
2015-11-19 16:23:48.264,213,38
2015-11-19 16:23:49.250,1460,39
2015-11-19 16:23:50.256,818,42
2015-11-19 16:23:51.266,981,40
2015-11-19 16:23:52.268,604,40
2015-11-19 16:23:53.268,1180,39
2015-11-19 16:23:54.266,1008,39
2015-11-19 16:23:55.258,1224,36
2015-11-19 16:23:56.259,1005,39
2015-11-19 16:23:57.260,849,41
2015-11-19 16:23:58.256,1364,39
2015-11-19 16:23:59.271,2065,37
2015-11-19 16:24:00.245,1716,37
2015-11-19 16:24:01.257,2188,40
2015-11-19 16:24:02.254,1292,39
2015-11-19 16:24:03.240,1277,40
2015-11-19 16:24:57.605,1423,39
2015-11-19 16:24:58.633,1484,45
2015-11-19 16:24:59.632,1391,39
2015-11-19 16:25:00.628,1452,37
2015-11-19 16:25:01.617,1302,38
2015-11-19 16:25:02.626,1729,39
2015-11-19 16:25:03.627,1295,39
2015-11-19 16:25:04.624,1522,40
2015-11-19 16:25:05.631,1394,40
2015-11-19 16:25:06.631,1556,39
2015-11-19 16:25:07.636,1996,40
2015-11-19 16:25:08.638,1322,40
2015-11-19 16:25:09.630,1224,39
2015-11-19 16:25:10.642,1412,39
2015-11-19 16:25:11.633,1280,40
2015-11-19 16:25:12.629,1297,40
2015-11-19 16:25:13.616,1284,38
2015-11-19 16:25:14.624,1600,40
2015-11-19 16:25:15.696,1946,38
2015-11-19 16:25:16.620,1581,38
2015-11-19 16:26:18.650,44,42
2015-11-19 16:26:19.643,233,41
2015-11-19 16:26:20.642,211,39
2015-11-19 16:26:21.645,190,42
2015-11-19 16:26:22.639,86,38
2015-11-19 16:26:23.655,18,41
2015-11-19 16:26:24.646,21,41
2015-11-19 16:26:25.660,11,40
2015-11-19 16:26:26.660,16,39
2015-11-19 16:26:27.652,13,38
2015-11-19 16:26:28.641,25,38
2015-11-19 16:26:29.648,32,41
2015-11-19 16:26:30.648,37,38
2015-11-19 16:26:31.670,50,38
2015-11-19 16:26:32.772,75,38
2015-11-19 16:26:33.644,56,42
2015-11-19 16:26:34.643,65,42
2015-11-19 16:26:35.649,158,40
2015-11-19 16:26:36.650,93,40
2015-11-19 16:26:37.696,289,40
2015-11-19 16:27:38.676,1137,43
2015-11-19 16:27:39.677,1359,41
2015-11-19 16:27:40.690,1740,42
2015-11-19 16:27:41.668,1485,41
2015-11-19 16:27:42.659,1753,43
2015-11-19 16:27:43.685,1339,39
2015-11-19 16:27:44.686,1511,38
2015-11-19 16:27:45.683,1439,39
2015-11-19 16:27:46.680,1621,38
2015-11-19 16:27:47.669,1701,37
2015-11-19 16:27:48.670,1717,40
2015-11-19 16:27:49.682,2051,41
2015-11-19 16:27:50.670,1284,40
2015-11-19 16:27:51.682,1834,41
2015-11-19 16:27:52.700,1786,40
2015-11-19 16:27:53.674,1802,38
2015-11-19 16:27:54.664,1956,37
2015-11-19 16:27:55.656,1673,39
2015-11-19 16:27:56.685,1281,40
2015-11-19 16:27:57.700,1212,39
2015-11-19 16:29:06.479,2058,40
2015-11-19 16:29:07.483,1612,41
2015-11-19 16:29:08.490,1535,40
2015-11-19 16:29:09.489,1379,38
2015-11-19 16:29:10.484,1677,38
2015-11-19 16:29:11.468,1851,39
2015-11-19 16:29:12.481,1392,41
2015-11-19 16:29:13.477,1703,37
2015-11-19 16:29:14.464,2049,38
2015-11-19 16:29:15.488,1447,39
2015-11-19 16:29:16.478,1621,39
2015-11-19 16:29:17.474,2287,41
2015-11-19 16:29:18.464,1624,39
2015-11-19 16:29:19.478,1819,39
2015-11-19 16:29:20.470,1566,41
2015-11-19 16:29:21.462,1582,38
2015-11-19 16:29:22.509,1790,42
2015-11-19 16:29:23.476,1792,38
2015-11-19 16:29:24.476,1500,38
2015-11-19 16:29:25.479,1389,39
2015-11-19 16:30:20.684,392,39
2015-11-19 16:30:21.674,415,39
2015-11-19 16:30:22.698,718,40
2015-11-19 16:30:23.681,906,38
2015-11-19 16:30:24.690,534,40
2015-11-19 16:30:25.681,1537,37
2015-11-19 16:30:26.692,610,39
2015-11-19 16:30:27.687,424,40
2015-11-19 16:30:28.683,360,41
2015-11-19 16:30:29.693,518,43
2015-11-19 16:30:30.683,393,38
2015-11-19 16:30:31.697,468,41
2015-11-19 16:30:32.696,416,41
2015-11-19 16:30:33.679,449,37
2015-11-19 16:30:34.690,409,39
2015-11-19 16:30:35.687,346,40
2015-11-19 16:30:36.698,279,39
2015-11-19 16:30:37.686,424,41
2015-11-19 16:30:38.688,453,38
2015-11-19 16:30:39.714,497,37
2015-11-19 16:31:38.660,476,42
2015-11-19 16:31:39.659,455,42
2015-11-19 16:31:40.663,413,38
2015-11-19 16:31:41.653,382,39
2015-11-19 16:31:42.658,328,43
2015-11-19 16:31:43.663,420,41
2015-11-19 16:31:44.683,431,39
2015-11-19 16:31:45.662,583,39
2015-11-19 16:31:46.652,471,39
2015-11-19 16:31:47.669,398,41
2015-11-19 16:31:48.675,412,41
2015-11-19 16:31:49.667,388,39
2015-11-19 16:31:50.654,469,39
2015-11-19 16:31:51.667,427,41
2015-11-19 16:31:52.649,456,37
2015-11-19 16:31:53.662,477,40
2015-11-19 16:31:54.662,346,41
2015-11-19 16:31:55.656,499,40
2015-11-19 16:31:56.645,366,39
2015-11-19 16:31:57.653,348,40
2015-11-19 16:32:38.965,318,39
2015-11-19 16:32:39.956,244,41
2015-11-19 16:32:40.992,324,38
2015-11-19 16:32:41.951,426,41
2015-11-19 16:32:42.985,449,36
2015-11-19 16:32:43.962,424,39
2015-11-19 16:32:44.970,405,38
2015-11-19 16:32:45.976,311,37
2015-11-19 16:32:46.989,335,37
2015-11-19 16:32:47.963,340,39
2015-11-19 16:32:48.954,229,41
2015-11-19 16:32:49.962,298,41
2015-11-19 16:32:50.960,902,40
2015-11-19 16:32:51.954,169,40
2015-11-19 16:32:52.956,684,41
2015-11-19 16:32:53.954,404,40
2015-11-19 16:32:54.964,60,42
2015-11-19 16:32:55.965,112,40
2015-11-19 16:32:56.971,53,39
2015-11-19 16:32:57.976,34,39
2015-11-19 16:33:47.946,1356,39
2015-11-19 16:33:48.943,1427,43
2015-11-19 16:33:49.950,2098,40
2015-11-19 16:33:50.943,1523,42
2015-11-19 16:33:51.941,1987,38
2015-11-19 16:33:52.947,1359,40
2015-11-19 16:33:53.955,1670,42
2015-11-19 16:33:54.941,1728,41
2015-11-19 16:33:55.995,1528,41
2015-11-19 16:33:56.945,2090,39
2015-11-19 16:33:57.948,1158,39
2015-11-19 16:33:58.933,1280,40
2015-11-19 16:33:59.941,1380,40
2015-11-19 16:34:01.063,2130,39
2015-11-19 16:34:01.946,1333,40
2015-11-19 16:34:02.941,1816,38
2015-11-19 16:34:03.945,1743,39
2015-11-19 16:34:04.935,1506,39
2015-11-19 16:34:05.934,1224,40
2015-11-19 16:34:06.942,1336,39
2015-11-19 16:34:40.773,1190,40
2015-11-19 16:34:41.764,1223,43
2015-11-19 16:34:42.757,1842,43
2015-11-19 16:34:43.813,1306,41
2015-11-19 16:34:44.778,1649,37
2015-11-19 16:34:45.764,1694,42
2015-11-19 16:34:46.775,1495,41
2015-11-19 16:34:47.769,1462,43
2015-11-19 16:34:48.773,1562,39
2015-11-19 16:34:49.770,1718,40
2015-11-19 16:34:50.754,1850,40
2015-11-19 16:34:51.771,1671,42
2015-11-19 16:34:52.776,2006,38
2015-11-19 16:34:53.802,1965,39
2015-11-19 16:34:54.820,1541,40
2015-11-19 16:34:55.876,3231,40
2015-11-19 16:34:56.757,2114,41
2015-11-19 16:34:57.774,1878,43
2015-11-19 16:34:58.781,2150,42
2015-11-19 16:34:59.766,2682,39
2015-11-19 16:35:38.718,1546,40
2015-11-19 16:35:39.710,1311,40
2015-11-19 16:35:40.704,2002,37
2015-11-19 16:35:41.760,1986,42
2015-11-19 16:35:42.729,1844,41
2015-11-19 16:35:43.740,2020,41
2015-11-19 16:35:44.716,1717,38
2015-11-19 16:35:45.712,1935,38
2015-11-19 16:35:46.708,2032,38
2015-11-19 16:35:47.716,1752,38
2015-11-19 16:35:48.736,2103,39
2015-11-19 16:35:49.717,2296,39
2015-11-19 16:35:50.704,2092,39
2015-11-19 16:35:51.709,2063,38
2015-11-19 16:35:52.712,2263,40
2015-11-19 16:35:53.722,1536,39
