HEADER_TIME_STAMP,MAGNITUDE,SAMPLE_COUNTS
2015-11-19 16:35:54.711,1563,39
2015-11-19 16:35:55.712,1920,43
2015-11-19 16:35:56.717,2457,39
2015-11-19 16:35:57.784,2319,38
2015-11-19 16:36:38.770,1776,42
2015-11-19 16:36:39.781,1194,44
2015-11-19 16:36:40.775,763,38
2015-11-19 16:36:41.763,1276,42
2015-11-19 16:36:42.784,740,41
2015-11-19 16:36:43.779,1055,41
2015-11-19 16:36:44.765,1014,37
2015-11-19 16:36:45.761,462,40
2015-11-19 16:36:46.771,151,41
2015-11-19 16:36:47.767,55,44
2015-11-19 16:36:48.767,78,41
2015-11-19 16:36:49.766,110,38
2015-11-19 16:36:50.777,198,41
2015-11-19 16:36:51.785,265,39
2015-11-19 16:36:52.900,23,39
2015-11-19 16:36:53.796,127,38
2015-11-19 16:36:54.763,337,39
2015-11-19 16:36:55.769,89,39
2015-11-19 16:36:56.762,139,39
2015-11-19 16:36:57.835,124,41
2015-11-19 16:37:40.188,1328,39
2015-11-19 16:37:41.183,1763,39
2015-11-19 16:37:42.175,1849,40
2015-11-19 16:37:43.200,1567,41
2015-11-19 16:37:44.178,1505,39
2015-11-19 16:37:45.196,1743,42
2015-11-19 16:37:46.182,1703,39
2015-11-19 16:37:47.181,1948,40
2015-11-19 16:37:48.194,1543,43
2015-11-19 16:37:49.183,1700,40
2015-11-19 16:37:50.182,1426,40
2015-11-19 16:37:51.179,1129,40
2015-11-19 16:37:52.198,949,42
2015-11-19 16:37:53.185,1672,41
2015-11-19 16:37:54.189,2019,40
2015-11-19 16:37:55.191,1578,38
2015-11-19 16:37:56.187,1787,39
2015-11-19 16:37:57.181,1389,39
2015-11-19 16:37:58.172,1568,38
2015-11-19 16:37:59.171,1430,39
2015-11-19 16:38:39.970,819,40
2015-11-19 16:38:40.946,850,38
2015-11-19 16:38:41.973,801,41
2015-11-19 16:38:42.966,1047,37
2015-11-19 16:38:43.948,812,40
2015-11-19 16:38:44.949,764,39
2015-11-19 16:38:45.959,880,40
2015-11-19 16:38:46.963,590,40
2015-11-19 16:38:47.956,1380,38
2015-11-19 16:38:48.974,644,40
2015-11-19 16:38:49.960,864,43
2015-11-19 16:38:50.953,688,40
2015-11-19 16:38:51.970,681,43
2015-11-19 16:38:52.969,876,40
2015-11-19 16:38:53.968,614,40
2015-11-19 16:38:54.962,798,38
2015-11-19 16:38:55.949,731,38
2015-11-19 16:38:56.950,936,42
2015-11-19 16:38:57.957,559,40
