HEADER_TIME_STAMP,START_TIME,STOP_TIME,BATTERY_LEVEL,BATTERY_CHARGING
2015-10-16 11:00:00.916,2015-10-16 11:00:00.914,,73,NO
2015-10-16 11:01:01.962,2015-10-16 11:01:01.953,,73,NO
2015-10-16 11:02:00.917,2015-10-16 11:02:00.905,,73,NO
2015-10-16 11:03:00.954,2015-10-16 11:03:00.942,,73,NO
2015-10-16 11:04:01.927,2015-10-16 11:04:01.925,,73,NO
2015-10-16 11:05:01.952,2015-10-16 11:05:01.951,,73,NO
2015-10-16 11:06:00.799,2015-10-16 11:06:00.796,,73,NO
2015-10-16 11:07:01.917,2015-10-16 11:07:01.915,,73,NO
2015-10-16 11:08:00.928,2015-10-16 11:08:00.920,,73,NO
2015-10-16 11:09:00.799,2015-10-16 11:09:00.783,,72,NO
2015-10-16 11:10:00.988,2015-10-16 11:10:00.985,,72,NO
2015-10-16 11:11:01.004,2015-10-16 11:11:01.002,,72,NO
2015-10-16 11:12:01.996,2015-10-16 11:12:01.995,,72,NO
2015-10-16 11:13:01.927,2015-10-16 11:13:01.926,,72,NO
2015-10-16 11:14:00.927,2015-10-16 11:14:00.926,,72,NO
2015-10-16 11:15:01.928,2015-10-16 11:15:01.926,,72,NO
2015-10-16 11:16:00.925,2015-10-16 11:16:00.923,,72,NO
2015-10-16 11:17:00.951,2015-10-16 11:17:00.949,,72,NO
2015-10-16 11:18:02.017,2015-10-16 11:18:02.016,,72,NO
2015-10-16 11:19:00.960,2015-10-16 11:19:00.958,,72,NO
2015-10-16 11:20:01.928,2015-10-16 11:20:01.927,,71,NO
2015-10-16 11:21:00.952,2015-10-16 11:21:00.950,,71,NO
2015-10-16 11:22:00.954,2015-10-16 11:22:00.952,,71,NO
2015-10-16 11:23:00.954,2015-10-16 11:23:00.952,,71,NO
2015-10-16 11:24:00.974,2015-10-16 11:24:00.972,,71,NO
2015-10-16 11:25:01.929,2015-10-16 11:25:01.928,,71,NO
2015-10-16 11:26:01.935,2015-10-16 11:26:01.933,,71,NO
2015-10-16 11:27:00.807,2015-10-16 11:27:00.805,,71,NO
2015-10-16 11:28:00.845,2015-10-16 11:28:00.843,,71,NO
2015-10-16 11:29:00.969,2015-10-16 11:29:00.968,,71,NO
2015-10-16 11:30:01.914,2015-10-16 11:30:01.912,,71,NO
2015-10-16 11:31:01.921,2015-10-16 11:31:01.919,,71,NO
2015-10-16 11:32:00.813,2015-10-16 11:32:00.811,,71,NO
2015-10-16 11:33:00.934,2015-10-16 11:33:00.933,,70,NO
2015-10-16 11:34:00.951,2015-10-16 11:34:00.950,,70,NO
2015-10-16 11:35:01.947,2015-10-16 11:35:01.946,,70,NO
2015-10-16 11:36:00.786,2015-10-16 11:36:00.784,,70,NO
2015-10-16 11:37:00.948,2015-10-16 11:37:00.947,,70,NO
2015-10-16 11:38:00.947,2015-10-16 11:38:00.946,,70,NO
2015-10-16 11:39:00.964,2015-10-16 11:39:00.963,,70,NO
2015-10-16 11:40:00.988,2015-10-16 11:40:00.987,,70,NO
2015-10-16 11:41:00.885,2015-10-16 11:41:00.884,,70,NO
2015-10-16 11:42:00.995,2015-10-16 11:42:00.993,,70,NO
2015-10-16 11:43:01.028,2015-10-16 11:43:01.026,,69,NO
2015-10-16 11:44:01.939,2015-10-16 11:44:01.938,,69,NO
2015-10-16 11:45:01.934,2015-10-16 11:45:01.932,,69,NO
2015-10-16 11:46:00.966,2015-10-16 11:46:00.965,,69,NO
2015-10-16 11:47:01.928,2015-10-16 11:47:01.926,,69,NO
2015-10-16 11:48:00.896,2015-10-16 11:48:00.894,,69,NO
2015-10-16 11:49:00.976,2015-10-16 11:49:00.974,,69,NO
2015-10-16 11:50:00.834,2015-10-16 11:50:00.833,,69,NO
2015-10-16 11:51:01.969,2015-10-16 11:51:01.968,,69,NO
2015-10-16 11:52:00.958,2015-10-16 11:52:00.957,,69,NO
2015-10-16 11:53:00.858,2015-10-16 11:53:00.856,,69,NO
2015-10-16 11:54:01.949,2015-10-16 11:54:01.947,,69,NO
2015-10-16 11:55:00.826,2015-10-16 11:55:00.825,,69,NO
2015-10-16 11:56:01.975,2015-10-16 11:56:01.974,,68,NO
2015-10-16 11:57:01.940,2015-10-16 11:57:01.939,,68,NO
2015-10-16 11:58:00.967,2015-10-16 11:58:00.966,,68,NO
2015-10-16 11:59:00.966,2015-10-16 11:59:00.965,,68,NO
