HEADER_TIME_STAMP,START_TIME,STOP_TIME,LABEL_NAME,LABEL_ID,RATING_TIME_STAMP,RATING_INTENSITY,RATING_CONFIDENCE
2015-10-16 10:26:25.159,2015-10-16 11:00:00.000,2015-10-16 11:59:59.999,Unlabelled ,03F9A375-C162-4B24-AB74-BF23CD07B358,2015-10-16 10:26:25.149,,
