HEADER_TIME_STAMP,MAGNITUDE,SAMPLE_COUNTS
2015-10-16 11:00:26.564,1464,31
2015-10-16 11:00:27.569,1499,33
2015-10-16 11:00:28.544,2165,32
2015-10-16 11:00:29.545,1076,33
2015-10-16 11:00:30.545,329,33
2015-10-16 11:00:31.545,68,33
2015-10-16 11:00:32.564,61,33
2015-10-16 11:00:33.563,385,32
2015-10-16 11:00:34.546,164,32
2015-10-16 11:00:35.545,19,32
2015-10-16 11:00:36.552,46,34
2015-10-16 11:00:37.559,30,32
2015-10-16 11:00:38.574,29,32
2015-10-16 11:00:39.561,26,32
2015-10-16 11:00:40.586,27,33
2015-10-16 11:00:41.548,22,30
2015-10-16 11:00:42.581,39,34
2015-10-16 11:00:43.548,45,32
2015-10-16 11:00:44.545,59,31
2015-10-16 11:00:45.574,352,34
2015-10-16 11:01:43.195,1287,34
2015-10-16 11:01:44.159,1233,32
2015-10-16 11:01:45.164,1588,33
2015-10-16 11:01:46.160,2247,31
2015-10-16 11:01:47.178,2069,32
2015-10-16 11:01:48.172,1976,34
2015-10-16 11:01:49.185,2221,34
2015-10-16 11:01:50.203,2227,31
2015-10-16 11:01:51.175,1481,33
2015-10-16 11:01:52.165,1211,32
2015-10-16 11:01:53.160,1881,31
2015-10-16 11:01:54.190,2159,32
2015-10-16 11:01:55.166,2290,35
2015-10-16 11:01:56.170,2137,31
2015-10-16 11:01:57.184,1056,31
2015-10-16 11:01:58.175,931,34
2015-10-16 11:01:59.158,888,33
2015-10-16 11:02:00.174,1077,35
2015-10-16 11:02:01.175,806,32
2015-10-16 11:02:02.158,1101,31
2015-10-16 11:02:22.039,37,33
2015-10-16 11:02:23.174,23,40
2015-10-16 11:02:24.040,36,23
2015-10-16 11:02:25.086,139,35
2015-10-16 11:02:26.046,83,32
2015-10-16 11:02:27.049,81,34
2015-10-16 11:02:28.041,73,33
2015-10-16 11:02:29.063,144,32
2015-10-16 11:02:30.041,106,33
2015-10-16 11:02:31.045,287,33
2015-10-16 11:02:32.062,90,31
2015-10-16 11:02:33.062,22,32
2015-10-16 11:02:34.040,17,33
2015-10-16 11:02:35.042,21,33
2015-10-16 11:02:36.039,48,32
2015-10-16 11:02:37.039,38,34
2015-10-16 11:02:38.047,34,34
2015-10-16 11:02:39.053,33,33
2015-10-16 11:02:40.040,26,32
2015-10-16 11:02:41.039,12,33
2015-10-16 11:03:22.203,1500,33
2015-10-16 11:03:23.226,1179,33
2015-10-16 11:03:24.210,591,32
2015-10-16 11:03:25.198,673,33
2015-10-16 11:03:26.233,218,31
2015-10-16 11:03:27.224,247,33
2015-10-16 11:03:28.224,122,33
2015-10-16 11:03:29.222,18,31
2015-10-16 11:03:30.200,20,33
2015-10-16 11:03:31.191,18,32
2015-10-16 11:03:32.198,18,33
2015-10-16 11:03:33.204,14,33
2015-10-16 11:03:34.197,16,32
2015-10-16 11:03:35.216,17,32
2015-10-16 11:03:36.194,140,34
2015-10-16 11:03:37.201,94,34
2015-10-16 11:03:38.204,36,31
2015-10-16 11:03:39.194,18,31
2015-10-16 11:03:40.205,17,33
2015-10-16 11:03:41.191,12,31
2015-10-16 11:04:35.574,36,34
2015-10-16 11:04:36.578,49,33
2015-10-16 11:04:37.734,41,32
2015-10-16 11:04:38.581,38,33
2015-10-16 11:04:39.601,35,32
2015-10-16 11:04:40.595,32,33
2015-10-16 11:04:41.576,26,32
2015-10-16 11:04:42.589,38,33
2015-10-16 11:04:43.579,30,33
2015-10-16 11:04:44.593,28,32
2015-10-16 11:04:45.572,24,32
2015-10-16 11:04:46.582,91,32
2015-10-16 11:04:47.580,426,34
2015-10-16 11:04:48.573,207,32
2015-10-16 11:04:49.573,730,31
2015-10-16 11:04:50.589,184,33
2015-10-16 11:04:51.572,440,33
2015-10-16 11:04:52.587,204,32
2015-10-16 11:04:53.588,236,32
2015-10-16 11:04:54.745,1156,31
2015-10-16 11:05:43.777,1377,34
2015-10-16 11:05:44.772,584,32
2015-10-16 11:05:45.772,830,34
2015-10-16 11:05:46.784,1238,34
2015-10-16 11:05:47.773,2013,32
2015-10-16 11:05:48.773,1163,33
2015-10-16 11:05:49.773,1597,34
2015-10-16 11:05:50.789,1666,34
2015-10-16 11:05:51.779,1913,33
2015-10-16 11:05:52.782,1571,33
2015-10-16 11:05:53.778,1091,33
2015-10-16 11:05:54.784,1310,32
2015-10-16 11:05:55.782,1022,33
2015-10-16 11:05:56.796,1522,32
2015-10-16 11:05:57.787,1229,32
2015-10-16 11:05:58.778,1857,31
2015-10-16 11:05:59.795,1896,32
2015-10-16 11:06:00.778,1603,31
2015-10-16 11:06:01.793,1869,33
2015-10-16 11:06:02.779,1995,32
2015-10-16 11:06:13.720,1553,34
2015-10-16 11:06:14.691,2525,32
2015-10-16 11:06:15.689,2242,33
2015-10-16 11:06:16.696,2248,32
2015-10-16 11:06:17.698,2188,33
2015-10-16 11:06:18.694,2153,32
2015-10-16 11:06:19.698,1709,32
2015-10-16 11:06:20.692,1685,31
2015-10-16 11:06:21.692,1630,32
2015-10-16 11:06:22.691,1775,32
2015-10-16 11:06:23.696,1921,33
2015-10-16 11:06:24.697,2423,32
2015-10-16 11:06:25.702,2568,32
2015-10-16 11:06:26.694,2666,31
2015-10-16 11:06:27.700,2298,33
2015-10-16 11:06:28.693,2337,32
2015-10-16 11:06:29.713,2276,33
2015-10-16 11:06:30.702,1884,33
2015-10-16 11:06:31.694,1940,33
2015-10-16 11:06:32.716,1748,34
2015-10-16 11:07:46.163,2177,33
2015-10-16 11:07:47.182,1734,34
2015-10-16 11:07:48.165,2383,31
2015-10-16 11:07:49.163,1815,32
2015-10-16 11:07:50.172,2463,32
2015-10-16 11:07:51.190,2048,33
2015-10-16 11:07:52.180,2378,34
2015-10-16 11:07:53.187,2449,32
2015-10-16 11:07:54.165,2516,30
2015-10-16 11:07:55.171,1882,35
2015-10-16 11:07:56.179,2030,32
2015-10-16 11:07:57.190,2125,33
2015-10-16 11:07:58.171,1651,33
2015-10-16 11:07:59.172,2211,33
2015-10-16 11:08:00.171,2299,33
2015-10-16 11:08:01.169,2245,32
2015-10-16 11:08:02.184,1938,33
2015-10-16 11:08:03.179,1987,35
2015-10-16 11:08:04.175,2386,33
2015-10-16 11:08:05.167,2131,32
2015-10-16 11:08:25.198,1808,34
2015-10-16 11:08:26.679,278,69
2015-10-16 11:08:27.155,0,0
2015-10-16 11:08:28.159,2841,12
2015-10-16 11:08:29.156,1604,31
2015-10-16 11:08:30.180,1928,34
2015-10-16 11:08:31.159,1859,31
2015-10-16 11:08:32.158,2320,34
2015-10-16 11:08:33.159,1301,33
2015-10-16 11:08:34.158,1675,32
2015-10-16 11:08:35.179,1353,34
2015-10-16 11:08:36.199,420,34
2015-10-16 11:08:37.165,296,32
2015-10-16 11:08:38.177,139,33
2015-10-16 11:08:39.160,56,32
2015-10-16 11:08:40.161,71,33
2015-10-16 11:08:41.161,48,33
2015-10-16 11:08:42.162,38,34
2015-10-16 11:08:43.313,84,33
2015-10-16 11:08:44.369,113,33
2015-10-16 11:09:10.498,16,34
2015-10-16 11:09:11.512,19,33
2015-10-16 11:09:12.473,19,35
2015-10-16 11:09:13.568,22,26
2015-10-16 11:09:14.481,34,33
2015-10-16 11:09:15.800,90,32
2015-10-16 11:09:17.000,83,45
2015-10-16 11:09:17.480,1177,14
2015-10-16 11:09:18.569,1009,34
2015-10-16 11:09:19.474,324,29
2015-10-16 11:09:20.487,977,34
2015-10-16 11:09:21.474,1848,32
2015-10-16 11:09:22.474,1391,34
2015-10-16 11:09:23.488,2061,34
2015-10-16 11:09:24.474,1763,32
2015-10-16 11:09:25.474,2118,32
2015-10-16 11:09:26.586,1537,33
2015-10-16 11:09:27.474,2048,34
2015-10-16 11:09:28.487,2047,34
2015-10-16 11:09:31.629,2024,31
2015-10-16 11:09:32.045,748,29
2015-10-16 11:09:33.034,1922,32
2015-10-16 11:09:34.034,1835,33
2015-10-16 11:09:35.040,1974,34
2015-10-16 11:09:36.072,1945,33
2015-10-16 11:09:37.042,1912,34
2015-10-16 11:09:38.044,1555,33
2015-10-16 11:09:39.041,1253,33
2015-10-16 11:09:40.033,2428,32
2015-10-16 11:09:41.033,1511,34
2015-10-16 11:09:42.040,1591,34
2015-10-16 11:09:43.033,2134,32
2015-10-16 11:09:44.035,1851,33
2015-10-16 11:09:45.035,1723,33
2015-10-16 11:09:46.033,1579,32
2015-10-16 11:09:47.048,1617,34
2015-10-16 11:09:48.036,1886,32
2015-10-16 11:09:49.047,1787,33
2015-10-16 11:09:50.051,1913,31
2015-10-16 11:10:12.824,2196,33
2015-10-16 11:10:13.816,1809,33
2015-10-16 11:10:14.818,1828,32
2015-10-16 11:10:15.818,1499,31
2015-10-16 11:10:16.832,1688,32
2015-10-16 11:10:17.825,2207,34
2015-10-16 11:10:18.841,1844,33
2015-10-16 11:10:19.819,2133,33
2015-10-16 11:10:20.827,1817,33
2015-10-16 11:10:21.820,1880,33
2015-10-16 11:10:22.919,1628,33
2015-10-16 11:10:23.821,1342,32
2015-10-16 11:10:24.833,2118,34
2015-10-16 11:10:25.833,1630,33
2015-10-16 11:10:26.821,2526,32
2015-10-16 11:10:27.841,1491,32
2015-10-16 11:10:28.834,2013,35
2015-10-16 11:10:29.848,2399,32
2015-10-16 11:10:30.828,1457,32
