START_TIME,STOP_TIME,PID,SID,SENSOR_PLACEMENT,MEAN_0,STD_0,POSITIVE_AMPLITUDE_0,DOMINANT_FREQUENCY_0,DOMINANT_FREQUENCY_POWER_RATIO_0,HIGHEND_POWER_RATIO_0,AMPLITUDE_RANGE_0,ACTIVE_PERC_0,ACTIVATION_COUNT_0,ACTIVATION_STD_0,MEDIAN_ANGLES_0,MEDIAN_ANGLES_1,MEDIAN_ANGLES_2,RANGE_ANGLES_0,RANGE_ANGLES_1,RANGE_ANGLES_2
2015-09-24 14:35:24.800,2015-09-24 14:35:37.600,SPADES_1,TAS1E23150066,DT,1.364341627,0.910230232,4.833702757,2.187500000,0.390774546,0.205510559,4.765290885,0.986328125,0.014851485,0.223893837,1.641291496,3.027177225,1.481643155,0.036842082,0.034361862,0.224651368
2015-09-24 14:35:37.600,2015-09-24 14:35:50.400,SPADES_1,TAS1E23150066,DT,1.028601957,0.049331640,1.702724403,0.000000000,0.001949318,0.402572001,0.973612105,1.000000000,0.000976562,0.000000000,1.664473572,2.976970285,1.702418845,0.011910333,0.025329458,0.033520791
2015-09-24 14:35:50.400,2015-09-24 14:36:03.200,SPADES_1,TAS1E23150066,DT,1.026280002,0.055452620,1.607860400,0.000000000,0.001949318,0.430699150,0.945762275,1.000000000,0.000976562,0.000000000,1.642741515,2.969123303,1.722231396,0.098231009,0.013907258,0.287100784
2015-09-24 14:36:03.200,2015-09-24 14:36:16.000,SPADES_1,TAS1E23150066,DT,1.022179681,0.024534027,1.372276118,0.000000000,0.001949318,0.793417611,0.479881398,1.000000000,0.000976562,0.000000000,1.615806216,2.978895298,1.729380131,0.022898878,0.046224620,0.047541084
2015-09-24 14:36:16.000,2015-09-24 14:36:28.800,SPADES_1,TAS1E23150066,DT,1.021649530,0.016235588,1.126367225,0.000000000,0.001949318,0.710002866,0.179234040,1.000000000,0.000976562,0.000000000,1.610111053,2.975309624,1.732197868,0.006457267,0.012069782,0.013739554
2015-09-24 14:36:28.800,2015-09-24 14:36:41.600,SPADES_1,TAS1E23150066,DT,1.302926777,0.943011988,5.562476223,2.187500000,0.337988480,0.216194190,5.423443638,0.982421875,0.020874751,0.293409824,1.633409216,3.026072079,1.525542807,0.022995119,0.061563719,0.220934591
2015-09-24 14:36:41.600,2015-09-24 14:36:54.400,SPADES_1,TAS1E23150066,DT,1.051933845,0.341090128,4.435797425,0.078125000,0.097313673,0.214986741,4.366393168,0.992187500,0.008858268,0.307660587,1.651005302,2.987440313,1.703700827,0.016444450,0.069716298,0.139074075
2015-09-24 14:36:54.400,2015-09-24 14:37:07.200,SPADES_1,TAS1E23150066,DT,1.023822577,0.003788312,1.034492449,0.000000000,0.001949318,0.698337100,0.020661863,1.000000000,0.000976562,0.000000000,1.655953389,2.979592398,1.707340524,0.023986886,0.027222462,0.044527529
2015-09-24 14:37:07.200,2015-09-24 14:37:20.000,SPADES_1,TAS1E23150066,DT,1.022891298,0.009620628,1.054642195,0.000000000,0.001949318,0.914965963,0.064999575,1.000000000,0.000976562,0.000000000,1.627718572,2.969717547,1.731577948,0.046124388,0.036936550,0.055465006
2015-09-24 14:37:20.000,2015-09-24 14:37:32.800,SPADES_1,TAS1E23150066,DT,1.021640432,0.007393599,1.045923507,0.000000000,0.001949318,0.844549474,0.057156579,1.000000000,0.000976562,0.000000000,1.618621428,2.962825749,1.741833556,0.028678633,0.010881329,0.018175741
