HEADER_TIME_STAMP,START_TIME,STOP_TIME,BATTERY_LEVEL,BATTERY_CHARGING
2015-11-02 16:00:15.285,2015-11-02 16:00:15.283,,73,NO
2015-11-02 16:00:51.097,2015-11-02 16:00:51.088,,73,NO
2015-11-02 16:02:08.869,2015-11-02 16:02:08.867,,73,NO
2015-11-02 16:02:51.108,2015-11-02 16:02:51.102,,72,NO
2015-11-02 16:03:51.119,2015-11-02 16:03:51.117,,72,NO
2015-11-02 16:04:51.111,2015-11-02 16:04:51.109,,72,NO
2015-11-02 16:05:51.120,2015-11-02 16:05:51.119,,72,NO
2015-11-02 16:06:51.104,2015-11-02 16:06:51.102,,72,NO
2015-11-02 16:07:51.119,2015-11-02 16:07:51.108,,72,NO
2015-11-02 16:08:56.707,2015-11-02 16:08:56.705,,72,NO
2015-11-02 16:09:51.111,2015-11-02 16:09:51.109,,72,NO
2015-11-02 16:10:51.100,2015-11-02 16:10:51.098,,71,NO
2015-11-02 16:11:51.104,2015-11-02 16:11:51.102,,71,NO
2015-11-02 16:13:20.849,2015-11-02 16:13:20.847,,71,NO
2015-11-02 16:14:08.852,2015-11-02 16:14:08.850,,71,NO
2015-11-02 16:14:51.229,2015-11-02 16:14:51.227,,71,NO
2015-11-02 16:15:51.114,2015-11-02 16:15:51.111,,71,NO
2015-11-02 16:17:34.953,2015-11-02 16:17:34.951,,71,NO
2015-11-02 16:18:51.098,2015-11-02 16:18:51.097,,70,NO
2015-11-02 16:19:51.103,2015-11-02 16:19:51.101,,70,NO
2015-11-02 16:20:51.113,2015-11-02 16:20:51.111,,70,NO
2015-11-02 16:21:51.105,2015-11-02 16:21:51.102,,70,NO
HEADER_TIME_STAMP,START_TIME,STOP_TIME,BATTERY_LEVEL,BATTERY_CHARGING
2015-11-02 16:22:51.152,2015-11-02 16:22:51.142,,70,NO
2015-11-02 16:23:51.098,2015-11-02 16:23:51.096,,70,NO
2015-11-02 16:24:51.109,2015-11-02 16:24:51.107,,70,NO
2015-11-02 16:25:51.101,2015-11-02 16:25:51.099,,69,NO
2015-11-02 16:26:51.112,2015-11-02 16:26:51.111,,69,NO
2015-11-02 16:27:51.096,2015-11-02 16:27:51.094,,69,NO
2015-11-02 16:28:51.100,2015-11-02 16:28:51.098,,69,NO
2015-11-02 16:29:51.117,2015-11-02 16:29:51.111,,69,NO
2015-11-02 16:30:51.138,2015-11-02 16:30:51.128,,69,NO
2015-11-02 16:31:51.118,2015-11-02 16:31:51.107,,69,NO
2015-11-02 16:32:51.118,2015-11-02 16:32:51.116,,69,NO
2015-11-02 16:32:54.945,2015-11-02 16:32:54.897,,69,NO
2015-11-02 16:37:25.261,2015-11-02 16:37:25.256,,69,NO
2015-11-02 16:38:44.787,2015-11-02 16:38:44.769,,68,NO
2015-11-02 16:39:24.602,2015-11-02 16:39:24.600,,68,NO
2015-11-02 16:40:47.926,2015-11-02 16:40:47.919,,68,YES
2015-11-02 16:41:24.609,2015-11-02 16:41:24.605,,68,YES
2015-11-02 16:42:41.066,2015-11-02 16:42:41.060,,68,YES
2015-11-02 16:43:24.539,2015-11-02 16:43:24.527,,69,YES
