HEADER_TIME_STAMP,X_ACCELATION_METERS_PER_SECOND_SQUARED,Y_ACCELATION_METERS_PER_SECOND_SQUARED,Z_ACCELATION_METERS_PER_SECOND_SQUARED
2015-09-24 15:59:43.435,0.64131045,-1.309742,1.058981
2015-09-24 15:59:43.451,0.19312644,-1.0554113,-0.29920197
2015-09-24 15:59:43.459,-0.07020569,-1.0080986,-0.7573304
2015-09-24 15:59:43.466,0.02381587,-0.77791405,-1.232378
2015-09-24 15:59:43.482,0.15616226,-0.35573006,-1.2886856
2015-09-24 15:59:43.486,0.3801055,-0.09415436,-1.0080969
2015-09-24 15:59:43.497,0.41072512,0.4255066,-0.32849908
2015-09-24 15:59:43.505,0.3914218,0.947876,0.53129256
2015-09-24 15:59:43.513,0.52451444,1.0915527,1.4095554
2015-09-24 15:59:43.528,0.6557443,1.3169432,1.0838456
2015-09-24 15:59:43.537,0.40843344,1.3125391,0.39481091
2015-09-24 15:59:43.545,-0.056016922,1.0747871,-0.14689541
2015-09-24 15:59:43.552,-0.6332412,1.0235996,0.015784502
2015-09-24 15:59:43.568,-0.8550794,1.0569172,0.45061588
2015-09-24 15:59:43.576,-0.44221783,0.95217466,0.42904735
2015-09-24 15:59:43.586,-0.045278072,0.024776459,0.88786674
2015-09-24 15:59:43.599,0.17896318,-0.19155598,0.39037132
2015-09-24 15:59:43.607,0.22124672,-0.4388895,0.14662313
2015-09-24 15:59:43.614,0.30839396,-0.37396336,0.22203493
2015-09-24 15:59:43.631,0.31907845,-0.026856422,0.19857526
2015-09-24 15:59:43.639,1.8491592,0.083251,0.24836206
2015-09-24 15:59:43.646,0.71379995,0.6283684,0.013972759
2015-09-24 15:59:43.653,-0.49536633,1.0378022,0.21303368
2015-09-24 15:59:43.662,-0.6724162,1.1615896,0.46749735
2015-09-24 15:59:43.677,-0.41224957,0.8530998,0.3606677
2015-09-24 15:59:43.686,-0.3755026,0.3644619,0.3875575
2015-09-24 15:59:43.693,-0.14424968,-0.16355753,0.028210163
2015-09-24 15:59:43.700,0.2540338,-0.49647093,-0.43065453
2015-09-24 15:59:43.715,0.42412543,-0.5571375,-0.7082443
2015-09-24 15:59:43.724,0.17743516,-0.5180731,-0.46185923
2015-09-24 15:59:43.732,0.0676806,-0.4563532,-0.37329602
2015-09-24 15:59:43.747,0.027484417,-0.19560003,-0.21294332
2015-09-24 15:59:43.756,0.06769061,-0.1717143,-0.2598567
2015-09-24 15:59:43.764,0.025588036,-0.5277524,-0.20598125
2015-09-24 15:59:43.779,0.012853146,-1.0315771,-0.3418846
2015-09-24 15:59:43.786,-0.09445381,-0.8538265,-0.73053885
2015-09-24 15:59:43.795,0.07487631,-0.28125477,-0.87197995
2015-09-24 15:59:43.802,-0.014366627,0.2567835,-0.21579695
2015-09-24 15:59:43.818,-0.064813614,0.41489983,0.07492113
2015-09-24 15:59:43.826,-0.08422375,0.25955677,-0.18000436
2015-09-24 15:59:43.833,-0.13402939,-0.20939541,-0.53438425
2015-09-24 15:59:43.849,-0.13959646,-0.57313156,-0.8331226
2015-09-24 15:59:43.857,-0.07359123,-0.75938416,-1.6434023
2015-09-24 15:59:43.864,-0.18646073,-0.70843506,-1.6460695
2015-09-24 15:59:43.881,-0.31103373,-0.2868166,-1.2178322
2015-09-24 15:59:43.886,-0.376415,0.12665081,-0.63720524
2015-09-24 15:59:43.896,-0.46109295,0.27270794,-0.014647007
2015-09-24 15:59:43.904,-0.36887455,0.6199732,0.36914182
2015-09-24 15:59:43.912,-0.07991409,0.9358711,0.48003024
2015-09-24 15:59:43.927,0.12840271,0.84772015,0.44686604
2015-09-24 15:59:43.935,0.089392185,0.3753929,0.49269795
2015-09-24 15:59:43.943,0.11531258,-0.06531048,0.18087709
2015-09-24 15:59:43.951,0.13033581,-0.33027554,-0.36374557
2015-09-24 15:59:43.966,0.19377065,-0.43560696,-0.538555
2015-09-24 15:59:43.974,0.25404,-0.5236807,0.024282932
2015-09-24 15:59:43.986,0.31748986,-0.43989182,0.64594007
2015-09-24 15:59:43.997,0.29017353,-0.29097652,0.811918
2015-09-24 15:59:44.006,0.23404312,-0.0671072,0.73903644
2015-09-24 15:59:44.013,0.17580867,0.047242165,0.6978698
2015-09-24 15:59:44.029,0.14255118,-0.14121056,0.35453606
2015-09-24 15:59:44.037,0.10261512,-0.021561623,-0.021058679
2015-09-24 15:59:44.044,0.31060767,-0.5123663,0.028856158
2015-09-24 15:59:44.052,-0.060009956,-0.32419968,-0.15591896
2015-09-24 15:59:44.068,-0.08418965,-0.44407654,0.03522575
2015-09-24 15:59:44.075,-0.1454277,-0.1819706,-0.0041924715
2015-09-24 15:59:44.085,0.011245728,-0.2522173,0.30133355
2015-09-24 15:59:44.099,-0.06336689,0.013411522,0.46196532
2015-09-24 15:59:44.107,-0.22779298,0.025963783,0.49525595
2015-09-24 15:59:44.114,-0.18604279,0.17501926,0.045814276
2015-09-24 15:59:44.130,-0.15835571,0.040991783,-0.197577
2015-09-24 15:59:44.138,-0.046704054,0.059453964,-0.41323745
2015-09-24 15:59:44.146,-0.22779298,0.36367607,-0.14396882
2015-09-24 15:59:44.154,0.13768768,-0.038502693,0.39327216
2015-09-24 15:59:44.170,0.09110737,0.091073036,0.37174654
2015-09-24 15:59:44.177,0.02337408,-0.09662342,0.39070773
