HEADER_TIME_STAMP,START_TIME,STOP_TIME,BATTERY_LEVEL,BATTERY_CHARGING
2015-10-16 10:00:40.333,2015-10-16 10:00:40.329,,55,NO
2015-10-16 10:01:50.251,2015-10-16 10:01:50.248,,55,NO
2015-10-16 10:02:50.557,2015-10-16 10:02:50.555,,55,NO
2015-10-16 10:04:53.810,2015-10-16 10:04:53.808,,55,NO
2015-10-16 10:05:20.702,2015-10-16 10:05:20.700,,55,NO
2015-10-16 10:06:15.180,2015-10-16 10:06:15.171,,55,NO
2015-10-16 10:07:15.719,2015-10-16 10:07:15.717,,55,NO
2015-10-16 10:08:21.502,2015-10-16 10:08:21.499,,55,NO
2015-10-16 10:09:09.488,2015-10-16 10:09:09.482,,54,NO
2015-10-16 10:10:14.153,2015-10-16 10:10:14.151,,54,NO
2015-10-16 10:11:19.809,2015-10-16 10:11:19.806,,53,NO
2015-10-16 10:12:09.259,2015-10-16 10:12:09.256,,53,NO
2015-10-16 10:13:22.673,2015-10-16 10:13:22.662,,53,NO
2015-10-16 10:14:17.756,2015-10-16 10:14:17.750,,52,YES
2015-10-16 10:15:13.855,2015-10-16 10:15:13.853,,52,YES
2015-10-16 10:16:27.286,2015-10-16 10:16:27.284,,53,YES
2015-10-16 10:17:14.419,2015-10-16 10:17:14.417,,53,YES
2015-10-16 10:18:14.533,2015-10-16 10:18:14.528,,53,YES
2015-10-16 10:19:08.947,2015-10-16 10:19:08.941,,54,YES
2015-10-16 10:20:20.897,2015-10-16 10:20:20.895,,54,YES
2015-10-16 10:21:10.552,2015-10-16 10:21:10.550,,54,YES
2015-10-16 10:22:21.170,2015-10-16 10:22:21.167,,55,YES
2015-10-16 10:23:24.920,2015-10-16 10:23:24.918,,55,YES
2015-10-16 10:24:22.771,2015-10-16 10:24:22.769,,55,NO
2015-10-16 10:25:26.131,2015-10-16 10:25:26.128,,55,NO
2015-10-16 10:26:09.592,2015-10-16 10:26:09.572,,54,NO
2015-10-16 10:27:18.651,2015-10-16 10:27:18.649,,54,YES
2015-10-16 10:28:09.369,2015-10-16 10:28:09.356,,54,YES
2015-10-16 10:29:37.630,2015-10-16 10:29:37.627,,55,YES
2015-10-16 10:30:14.819,2015-10-16 10:30:14.814,,55,YES
2015-10-16 10:31:39.183,2015-10-16 10:31:39.181,,55,YES
2015-10-16 10:32:16.480,2015-10-16 10:32:16.393,,55,YES
2015-10-16 10:33:09.821,2015-10-16 10:33:09.818,,55,YES
2015-10-16 10:34:18.685,2015-10-16 10:34:18.680,,56,NO
2015-10-16 10:35:10.843,2015-10-16 10:35:10.837,,55,NO
2015-10-16 10:36:11.722,2015-10-16 10:36:11.720,,55,NO
2015-10-16 10:37:09.486,2015-10-16 10:37:09.483,,54,NO
2015-10-16 10:38:20.597,2015-10-16 10:38:20.591,,54,NO
2015-10-16 10:39:11.327,2015-10-16 10:39:11.315,,54,NO
2015-10-16 10:40:24.902,2015-10-16 10:40:24.895,,53,NO
2015-10-16 10:41:10.775,2015-10-16 10:41:10.772,,53,NO
2015-10-16 10:42:09.308,2015-10-16 10:42:09.305,,53,NO
2015-10-16 10:43:10.063,2015-10-16 10:43:10.061,,53,NO
2015-10-16 10:44:10.089,2015-10-16 10:44:10.087,,52,NO
2015-10-16 10:45:15.201,2015-10-16 10:45:15.198,,52,NO
2015-10-16 10:46:10.109,2015-10-16 10:46:10.096,,52,NO
2015-10-16 10:47:25.281,2015-10-16 10:47:25.279,,52,NO
2015-10-16 10:48:23.252,2015-10-16 10:48:23.250,,52,NO
2015-10-16 10:49:10.838,2015-10-16 10:49:10.835,,52,NO
2015-10-16 10:50:34.214,2015-10-16 10:50:34.212,,52,NO
2015-10-16 10:51:11.255,2015-10-16 10:51:11.252,,52,NO
2015-10-16 10:52:09.269,2015-10-16 10:52:09.264,,52,NO
2015-10-16 10:53:09.608,2015-10-16 10:53:09.602,,52,NO
2015-10-16 10:54:11.227,2015-10-16 10:54:11.211,,52,NO
2015-10-16 10:55:12.293,2015-10-16 10:55:12.291,,52,NO
2015-10-16 10:56:12.508,2015-10-16 10:56:12.506,,52,NO
2015-10-16 10:57:24.004,2015-10-16 10:57:23.998,,51,NO
2015-10-16 10:58:24.222,2015-10-16 10:58:24.217,,51,NO
2015-10-16 10:59:25.454,2015-10-16 10:59:25.449,,51,NO
