HEADER_TIME_STAMP,MAGNITUDE,SAMPLE_COUNTS
2015-10-16 12:00:09.989,72,34
2015-10-16 12:00:10.984,415,32
2015-10-16 12:00:12.133,871,32
2015-10-16 12:00:12.991,337,32
2015-10-16 12:00:13.995,249,34
2015-10-16 12:00:14.997,121,33
2015-10-16 12:00:16.001,209,33
2015-10-16 12:00:16.989,211,33
2015-10-16 12:00:18.004,415,31
2015-10-16 12:00:18.995,131,34
2015-10-16 12:00:19.989,224,32
2015-10-16 12:00:20.996,219,35
2015-10-16 12:00:22.004,335,34
2015-10-16 12:00:22.994,294,32
2015-10-16 12:00:23.997,177,32
2015-10-16 12:00:24.997,139,32
2015-10-16 12:00:26.014,255,35
2015-10-16 12:00:26.999,268,31
2015-10-16 12:00:27.996,290,34
2015-10-16 12:00:29.004,233,31
2015-10-16 12:01:13.857,578,32
2015-10-16 12:01:14.874,514,33
2015-10-16 12:01:15.863,298,30
2015-10-16 12:01:16.865,100,34
2015-10-16 12:01:17.898,235,33
2015-10-16 12:01:18.861,592,32
2015-10-16 12:01:19.873,485,35
2015-10-16 12:01:20.874,429,32
2015-10-16 12:01:21.866,1271,33
2015-10-16 12:01:22.862,1452,30
2015-10-16 12:01:23.863,1177,33
2015-10-16 12:01:24.871,1772,33
2015-10-16 12:01:25.871,1036,34
2015-10-16 12:01:26.863,367,33
2015-10-16 12:01:27.876,643,34
2015-10-16 12:01:28.872,998,32
2015-10-16 12:01:29.864,2130,31
2015-10-16 12:01:30.874,2132,33
2015-10-16 12:01:31.865,2067,31
2015-10-16 12:01:32.875,2223,33
2015-10-16 12:02:54.928,51,32
2015-10-16 12:02:55.928,79,34
2015-10-16 12:02:56.932,44,33
2015-10-16 12:02:57.939,47,33
2015-10-16 12:02:58.950,43,31
2015-10-16 12:02:59.930,33,32
2015-10-16 12:03:00.932,20,34
2015-10-16 12:03:01.941,61,31
2015-10-16 12:03:02.942,451,33
2015-10-16 12:03:03.945,96,34
2015-10-16 12:03:04.950,119,33
2015-10-16 12:03:05.949,139,32
2015-10-16 12:03:06.951,36,31
2015-10-16 12:03:07.934,74,33
2015-10-16 12:03:08.974,71,33
2015-10-16 12:03:09.956,51,32
2015-10-16 12:03:10.936,386,33
2015-10-16 12:03:11.942,409,32
2015-10-16 12:03:12.955,62,34
2015-10-16 12:03:13.957,43,31
2015-10-16 12:04:09.962,191,34
2015-10-16 12:04:10.956,224,33
2015-10-16 12:04:11.966,232,34
2015-10-16 12:04:12.957,241,31
2015-10-16 12:04:13.968,324,35
2015-10-16 12:04:14.974,626,33
2015-10-16 12:04:15.963,1551,33
2015-10-16 12:04:16.966,1215,32
2015-10-16 12:04:17.975,650,34
2015-10-16 12:04:18.959,729,32
2015-10-16 12:04:19.960,285,34
2015-10-16 12:04:20.993,132,34
2015-10-16 12:04:21.961,137,33
2015-10-16 12:04:22.975,480,32
2015-10-16 12:04:23.980,1205,34
2015-10-16 12:04:24.978,862,32
2015-10-16 12:04:25.978,1355,34
2015-10-16 12:04:26.965,1924,32
2015-10-16 12:04:27.970,741,33
2015-10-16 12:04:28.971,531,32
2015-10-16 12:05:09.974,21,33
2015-10-16 12:05:10.978,20,34
2015-10-16 12:05:11.975,19,31
2015-10-16 12:05:12.976,15,31
2015-10-16 12:05:13.997,23,33
2015-10-16 12:05:14.976,21,33
2015-10-16 12:05:15.983,21,34
2015-10-16 12:05:16.975,27,32
2015-10-16 12:05:17.979,36,34
2015-10-16 12:05:18.982,42,34
2015-10-16 12:05:19.976,28,32
2015-10-16 12:05:20.976,93,34
2015-10-16 12:05:21.977,57,33
