HEADER_TIME_STAMP,START_TIME,STOP_TIME,SWITCH_TO_NETWORK,DATA_USAGE_APP,DATA_USAGE_TOTAL
2015-10-16 12:09:53.540,2015-10-16 12:09:53.503,,Wifi,0,0
2015-10-16 12:09:59.746,2015-10-16 12:09:59.743,,Wifi,0,0
