HEADER_TIME_STAMP,START_TIME,STOP_TIME,BATTERY_LEVEL,BATTERY_CHARGING
2015-10-16 12:00:37.516,2015-10-16 12:00:37.498,,97,NO
2015-10-16 12:01:37.468,2015-10-16 12:01:37.466,,97,NO
2015-10-16 12:04:20.090,2015-10-16 12:04:20.082,,97,NO
2015-10-16 12:04:50.100,2015-10-16 12:04:50.098,,97,NO
2015-10-16 12:05:37.520,2015-10-16 12:05:37.515,,97,NO
2015-10-16 12:06:37.480,2015-10-16 12:06:37.478,,97,NO
2015-10-16 12:07:37.515,2015-10-16 12:07:37.513,,97,NO
2015-10-16 12:08:41.085,2015-10-16 12:08:41.083,,97,NO
2015-10-16 12:09:37.512,2015-10-16 12:09:37.510,,97,NO
2015-10-16 12:10:37.512,2015-10-16 12:10:37.508,,97,NO
2015-10-16 12:11:37.511,2015-10-16 12:11:37.507,,97,NO
2015-10-16 12:13:02.298,2015-10-16 12:13:02.296,,97,NO
2015-10-16 12:13:37.481,2015-10-16 12:13:37.479,,97,NO
2015-10-16 12:14:37.502,2015-10-16 12:14:37.498,,97,NO
2015-10-16 12:15:37.508,2015-10-16 12:15:37.504,,97,NO
2015-10-16 12:16:37.513,2015-10-16 12:16:37.509,,97,NO
2015-10-16 12:18:21.681,2015-10-16 12:18:21.679,,97,NO
2015-10-16 12:19:37.803,2015-10-16 12:19:37.800,,97,NO
2015-10-16 12:20:37.841,2015-10-16 12:20:37.840,,97,NO
2015-10-16 12:21:37.468,2015-10-16 12:21:37.465,,97,NO
2015-10-16 12:22:38.848,2015-10-16 12:22:38.846,,97,NO
2015-10-16 12:23:37.469,2015-10-16 12:23:37.466,,97,NO
2015-10-16 12:24:37.845,2015-10-16 12:24:37.843,,97,NO
2015-10-16 12:25:37.469,2015-10-16 12:25:37.466,,97,NO
2015-10-16 12:31:47.093,2015-10-16 12:31:47.080,,97,YES
