HEADER_TIME_STAMP,X_ACCELERATION_METERS_PER_SECOND_SQUARED,Y_ACCELERATION_METERS_PER_SECOND_SQUARED,Z_ACCELERATION_METERS_PER_SECOND_SQUARED
2015-10-16 12:00:00.013,1.0,-0.016,-0.055
2015-10-16 12:00:00.025,1.008,-0.016,-0.055
2015-10-16 12:00:00.038,1.004,-0.02,-0.055
2015-10-16 12:00:00.050,1.008,-0.02,-0.051
2015-10-16 12:00:00.063,1.012,-0.02,-0.051
2015-10-16 12:00:00.075,1.004,-0.02,-0.051
2015-10-16 12:00:00.088,1.004,-0.02,-0.051
2015-10-16 12:00:00.100,1.004,-0.02,-0.047
2015-10-16 12:00:00.113,1.008,-0.02,-0.051
2015-10-16 12:00:00.125,1.008,-0.02,-0.055
2015-10-16 12:00:00.138,1.008,-0.023,-0.051
2015-10-16 12:00:00.150,1.004,-0.02,-0.055
2015-10-16 12:00:00.163,1.008,-0.02,-0.051
2015-10-16 12:00:00.175,1.0,-0.023,-0.051
2015-10-16 12:00:00.188,1.004,-0.02,-0.051
2015-10-16 12:00:00.200,1.012,-0.02,-0.051
2015-10-16 12:00:00.213,1.008,-0.016,-0.051
2015-10-16 12:00:00.225,1.008,-0.016,-0.055
2015-10-16 12:00:00.238,1.008,-0.023,-0.047
2015-10-16 12:00:00.250,1.008,-0.027,-0.051
2015-10-16 12:00:00.263,1.008,-0.02,-0.055
2015-10-16 12:00:00.275,1.008,-0.016,-0.051
2015-10-16 12:00:00.288,1.008,-0.02,-0.051
2015-10-16 12:00:00.300,1.004,-0.023,-0.051
2015-10-16 12:00:00.313,1.008,-0.023,-0.051
2015-10-16 12:00:00.325,1.012,-0.02,-0.055
2015-10-16 12:00:00.338,1.012,-0.02,-0.051
2015-10-16 12:00:00.350,1.008,-0.02,-0.051
2015-10-16 12:00:00.363,1.004,-0.02,-0.043
2015-10-16 12:00:00.375,0.996,-0.027,-0.055
2015-10-16 12:00:00.388,1.004,-0.023,-0.051
2015-10-16 12:00:00.400,1.004,-0.023,-0.055
2015-10-16 12:00:00.413,1.0,-0.023,-0.051
2015-10-16 12:00:00.425,1.008,-0.023,-0.047
2015-10-16 12:00:00.438,1.012,-0.02,-0.051
2015-10-16 12:00:00.450,1.008,-0.02,-0.047
2015-10-16 12:00:00.463,1.012,-0.023,-0.043
2015-10-16 12:00:00.475,1.012,-0.02,-0.051
2015-10-16 12:00:00.488,1.008,-0.02,-0.051
2015-10-16 12:00:00.500,1.008,-0.023,-0.047
2015-10-16 12:00:00.513,1.0,-0.023,-0.047
2015-10-16 12:00:00.525,1.004,-0.023,-0.051
2015-10-16 12:00:00.538,1.008,-0.02,-0.051
2015-10-16 12:00:00.550,1.012,-0.023,-0.047
2015-10-16 12:00:00.563,1.008,-0.023,-0.051
2015-10-16 12:00:00.575,1.004,-0.027,-0.051
2015-10-16 12:00:00.588,1.012,-0.023,-0.055
2015-10-16 12:00:00.600,1.012,-0.027,-0.051
2015-10-16 12:00:00.613,1.012,-0.023,-0.047
2015-10-16 12:00:00.625,1.012,-0.027,-0.051
2015-10-16 12:00:00.638,1.012,-0.027,-0.051
2015-10-16 12:00:00.650,1.016,-0.02,-0.047
2015-10-16 12:00:00.663,1.016,-0.02,-0.055
2015-10-16 12:00:00.675,1.008,-0.02,-0.055
2015-10-16 12:00:00.688,1.008,-0.02,-0.051
2015-10-16 12:00:00.700,1.012,-0.023,-0.051
2015-10-16 12:00:00.713,1.008,-0.023,-0.055
2015-10-16 12:00:00.725,1.008,-0.031,-0.055
2015-10-16 12:00:00.738,1.0,-0.023,-0.051
2015-10-16 12:00:00.750,1.012,-0.02,-0.055
2015-10-16 12:00:00.763,1.008,-0.02,-0.051
2015-10-16 12:00:00.775,1.008,-0.023,-0.051
2015-10-16 12:00:00.788,1.008,-0.023,-0.051
2015-10-16 12:00:00.800,1.004,-0.027,-0.051
2015-10-16 12:00:00.813,1.008,-0.023,-0.055
2015-10-16 12:00:00.825,1.004,-0.023,-0.055
2015-10-16 12:00:00.838,1.008,-0.023,-0.055
2015-10-16 12:00:00.850,1.008,-0.027,-0.055
2015-10-16 12:00:00.863,1.008,-0.027,-0.051
2015-10-16 12:00:00.875,1.008,-0.027,-0.051
2015-10-16 12:00:00.888,1.012,-0.023,-0.051
2015-10-16 12:00:00.900,1.008,-0.02,-0.051
2015-10-16 12:00:00.913,1.008,-0.023,-0.055
2015-10-16 12:00:00.925,1.012,-0.027,-0.047
2015-10-16 12:00:00.938,1.004,-0.031,-0.047
2015-10-16 12:00:00.950,1.008,-0.031,-0.051
2015-10-16 12:00:00.963,1.008,-0.031,-0.055
2015-10-16 12:00:00.975,1.012,-0.023,-0.051
2015-10-16 12:00:00.988,1.012,-0.023,-0.047
2015-10-16 12:00:01.000,1.008,-0.027,-0.043
2015-10-16 12:00:01.013,1.008,-0.023,-0.051
2015-10-16 12:00:01.025,1.012,-0.02,-0.055
2015-10-16 12:00:01.038,1.008,-0.023,-0.051
2015-10-16 12:00:01.050,1.004,-0.023,-0.047
2015-10-16 12:00:01.063,1.004,-0.027,-0.043
2015-10-16 12:00:01.075,1.008,-0.023,-0.051
2015-10-16 12:00:01.088,1.008,-0.027,-0.051
2015-10-16 12:00:01.100,1.012,-0.023,-0.051
2015-10-16 12:00:01.113,1.012,-0.023,-0.051
2015-10-16 12:00:01.125,1.012,-0.027,-0.051
2015-10-16 12:00:01.138,1.012,-0.031,-0.051
2015-10-16 12:00:01.150,1.012,-0.023,-0.059
2015-10-16 12:00:01.163,1.004,-0.023,-0.055
2015-10-16 12:00:01.175,1.008,-0.02,-0.059
2015-10-16 12:00:01.188,1.004,-0.023,-0.059
2015-10-16 12:00:01.200,1.0,-0.02,-0.063
